Estimate_HsapVsPanTro	Pval_HsapVsPanTro	FDR_HsapVsPanTro
ACTR3B	0.847466003385748	0.000417011370881237	0.00213754003454371
ACTR5	0.524442716558864	0.129145939269253	0.254869917623891
ACTR6	1.00630309952433	0.00373922680970584	0.0143084066482102
ACTR8	-0.105820702280036	0.713202949156494	0.832057429579288
ACTRT2	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ACTRT3	-1.13808718934387	0.0541773898089368	0.129428564950253
ACVR1	-0.245111459806468	0.506149771242034	0.672348728696391
ACVR1B	-0.454079171643866	0.0531437981851675	0.127501609420581
ACVR1C	-1.10014808085841	0.000189061743069541	0.00109014789345438
ACVR2A	-0.367708482808033	0.0151243772069556	0.0465081498921004
ACVR2B	0.206681071607966	0.155902815093718	0.292923463453437
ACVRL1	-0.28569251245597	0.235028575277115	0.395485276421299
ACY1	-1.18996820239623	0.00285631739034686	0.0113453196049694
ACY3	-0.0116467208569742	0.899973085053846	0.946892777617334
ADA	0.000626901988251359	0.996176266878592	0.998674220872715
ADAD1	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADAD2	0.0359018169452604	0.909887677019355	0.953081049654068
ADAL	0.083936489835065	0.697743214837566	0.821867739556595
ADAM10	-0.029377682231852	0.818219131316737	0.897146165862621
ADAM11	-0.276996629778709	0.00517894260568941	0.0189155581867513
ADAM12	0.855662097453772	0.188071195214825	0.334999380928935
ADAM15	-0.393936102296832	0.145770582329047	0.279048394151599
ADAM17	0.734915538960005	9.15263420608881e-11	3.11582479121927e-09
ADAM18	-0.235161925952404	0.00700559808111723	0.0245624103333007
ADAM19	-0.206022600601686	0.134190142754867	0.262100451242881
ADAM2	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADAM20	3.98869708907186	0	0
ADAM22	0.00123981166432596	0.992510243018885	0.996474080541686
ADAM23	-0.0708025784814025	0.662413939855083	0.797036979934521
ADAM28	-0.0694214177086204	0.815737041877069	0.896027952541739
ADAM33	1.53487781287235	0.000361330456460918	0.00188582883606257
ADAM7	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADAM8	1.97266067044824	2.68023365539438e-05	0.000270653407553346
ADAM9	0.546879852340239	0.00190088878938188	0.00798562847293773
ADAMDEC1	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADAMTS12	0.122480150440162	0.755037807584026	0.860120389051905
ADAMTS13	-1.25157745419309	0.0119956079754198	0.0384093658462849
ADAMTS14	-0.702870966721799	0.000219809819028027	0.00121147022498644
ADAMTS15	0.443485714788337	0.298676359045736	0.468683039959908
ADAMTS16	1.2545182142916	0.000892017222494434	0.00418561927478158
ADAMTS17	-0.319111656578629	0.468609505293744	0.638307036563096
ADAMTS18	-0.245758106535854	0.483621653067648	0.651917844469059
ADAMTS2	1.20744447123301	0.00900202902426317	0.0303694577767997
ADAMTS20	-0.193644355782185	0.687910374195075	0.814910091037648
ADAMTS3	0.582500106266508	0.0833601209448138	0.181488661249521
ADAMTS4	-0.295270646895326	0.521172502779554	0.685055236931666
ADAMTS5	-1.16890843035467	0.0240536635008091	0.0679094110271009
ADAMTS6	-0.386750350265084	0.474688695182527	0.6438553475959
ADAMTS8	0.493908662250087	0.233624762625091	0.394046066614036
ADAMTS9	-1.98692094734708	4.94954033758432e-07	7.74069063700398e-06
ADAMTSL1	0.348558295837184	0.31949018834311	0.490827635216984
ADAMTSL2	0.782649818673128	0.128623206975121	0.254061458348952
ADAMTSL3	0.946277354551584	0.00044163753899884	0.0022432990441761
ADAMTSL4	-0.141670575262318	0.411110888508164	0.587469354248311
ADAMTSL5	-0.473674226498222	0.0314835843899741	0.0843128401395838
ADAP1	0.507108866622485	0.074166790421232	0.165893894419882
ADAP2	0.871025121158404	0.0524568619975248	0.126303082084056
ADAR	0.460840712025105	0.00130815315699251	0.00581636303081003
ADARB1	0.16597340073985	0.213529838217916	0.368578200898301
ADARB2	0.0492607889594048	0.848096805794236	0.915681005839508
ADAT1	-0.485783527121251	0.043562738657098	0.109503874666481
ADAT2	-1.07005818692528	0.000123255151204704	0.00101193830291755
ADCK1	0.666633636237234	0.0340009867395272	0.0897351805472918
ADCK2	1.40662318187646	0.00135827546537359	0.00598509638892522
ADCK5	0.36862475938623	0.33038618055742	0.503042252100132
ADCY1	0.0885201276857243	0.480139231303909	0.64927735585558
ADCY10	0.940853774641109	0.0572617019593109	0.135168097375848
ADCY2	-0.0441149810766272	0.741884421901675	0.851395581140417
ADCY3	0.582621930014909	0.000738160473159333	0.00353587425307693
ADCY4	-0.037394308578966	0.805210677485376	0.889611960595013
ADCY5	0.570753457179358	0.000176950977557766	0.00109014789345438
ADCY6	0.587256994000284	0.00260052355833928	0.0104618496239845
ADCY7	-0.984323954548461	0.00551495446826045	0.0199375438955803
ADCY8	-1.036365994517	0.000134357902946247	0.00107686021974932
ADCY9	-0.365550530943527	0.0120765779681515	0.0386341593708237
ADCYAP1R1	-0.317079249947321	0.164828731912519	0.305395290669691
ADD1	0.176581781750776	0.176209574176007	0.319973231339811
ADD2	0.0817003131797385	0.464417194543603	0.634277866586468
ADD3	-0.0535327661945585	0.754362117286201	0.859770262887557
ADGB	-0.131753131564179	0.590423235154556	0.740211627742823
ADH1A	0.0277657339570988	0.926834073430233	0.963069978804292
ADH1B	-0.0993868825583914	0.755552843557269	0.860157617778546
ADH4	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADH5	0.303976188456779	0.357063167170506	0.531240321887825
ADH6	0.00521360877728498	0.930998648569532	0.965310970431194
ADH7	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ADHFE1	0.135014796314198	0.726719089236087	0.841658079208908
ADI1	-0.0743518435701708	0.70326777251955	0.825705699471873
ADIPOQ	-0.0444100778082783	0.0391286211826112	0.100532293150902
ADIPOR1	-0.0684126199792431	0.747633046602523	0.85529880356828
ADIPOR2	-0.39379584627459	0.116683201245669	0.236116216750654
ADK	-0.0830845173452541	0.809243939774511	0.8920220543651
ADM	-0.911955391334358	0.00492718887823407	0.0181286662847908
ADNP	-0.309152601948643	0.0382365460774114	0.0987484439980045
ADNP2	-0.511079994738864	0.0226066039855515	0.0647048043161825
ADO	0.243805245007234	0.26124799538447	0.42545110241339
ADORA1	-0.289783718487863	0.446393960392963	0.618292096995535
ADORA2A	1.47677953143064	0.00496818426306977	0.018254590365343
ADPGK	0.234419182080238	0.386768641039727	0.562159358475101
ADPRHL2	-0.758494150309177	0.0828310599773234	0.18059930770731
ADRA1A	-0.45790030662437	0.195333551346871	0.344311140913595
ADRA2A	-0.980472191410012	0.0380579674841612	0.0984003566655116
ADRA2B	-0.234933934051068	0.50354849663656	0.670254471085847
ADRB1	0.489148221876222	0.0311422605836014	0.0835646526527727
ADRB2	0.137234186602429	0.365267889569149	0.539517521560391
ADRB3	0.38651183501427	0.154105446762963	0.29049209687654
ADRM1	0.797854476230907	0.0226464256543111	0.0647873575284024
ADSL	0.219876155368853	0.255529257700914	0.419584643491599
ADSSL1	-1.41925886494965	0.00209443110897012	0.00868502792372383
ADTRP	3.17458443377209	2.22044604925031e-16	1.6357285896144e-14
AEBP2	0.852031735578612	2.3206703458456e-05	0.000239547909129744
AEN	-0.585631151234139	0.0981254051728693	0.206401714329139
AFAP1	0.45317161879951	0.016069016827728	0.0490282399693915
AFAP1L1	1.56332871858578	0.0014938730525218	0.00649986546012111
AFAP1L2	1.33701540033869	1.94706695211266e-10	6.21168082717923e-09
AFF1	0.0300047818778181	0.837793521539057	0.909217071636453
AFF4	0.0504665872431916	0.648146865195179	0.785408349635614
AFM	0.216681841815953	0.469338905010224	0.638818604732322
AFMID	0.0806238628806094	0.817736825955674	0.896994619466958
AFP	-0.232759093312655	0.137776896384886	0.267516972513991
AFTPH	-0.0135280815007734	0.944604574154878	0.97296869377918
AGA	0.110712062260325	0.803099683796747	0.888298887205772
AGAP2	-0.140187042188734	0.294282905388925	0.463623682078777
AGBL1	0.493091277232171	0.293334444261805	0.462453706361057
AGBL2	-0.244139707647057	0.00552647870155654	0.0199684962143349
AGBL3	0.915568038406488	0.0039078947004767	0.0148694124914271
AGBL4	0.648838339110311	0.00026513020017882	0.00142626505531152
AGER	-0.842354991564189	0.0416673757766279	0.105526562623468
AGFG1	-0.0114463318284719	0.92739018869297	0.963333883015097
AGFG2	1.29829382768286	1.21722409929248e-09	3.23656766914436e-08
AGGF1	0.456868624466342	0.0104250168495692	0.0342362124601809
AGK	0.463885245193041	0.0030259283772831	0.0119171897324433
AGL	-0.698637000890974	5.27475296130397e-06	6.45559563484899e-05
AGMAT	0.314562008063793	0.516819461516103	0.681141292100281
AGMO	0.126292544856003	0.544870904477881	0.704354534476934
AGO1	-0.334341529570014	0.0188957550852451	0.0561211003093609
AGO2	-0.00880792277955409	0.967143018729327	0.983993371202701
AGO3	0.128904315559398	0.252010657005031	0.415426224881979
AGO4	0.128014243078794	0.482440364061946	0.650833438198648
AGPAT1	0.0470917346707142	0.865130077197763	0.92650290520361
AGPAT2	0.0125443360202288	0.978836620507312	0.989849190409911
AGPAT3	-0.261777354032958	0.153439339708913	0.289708086640876
AGPAT4	0.391209510651764	0.00576695519786252	0.0207761419087078
AGPAT5	-0.363429828917987	0.201993914370431	0.353050688399816
AGPS	0.20556346845543	0.319314266716884	0.490673159650098
AGR2	0.0162328924679859	0.883889671692324	0.936991166476702
AGR3	-0.00498635556081244	0.965807692488407	0.983267844834618
AGRN	3.16011530535794	0	0
AGT	0.10159113244785	0.647210416441223	0.784626225183824
AGTPBP1	0.63997726422596	4.7274437615652e-06	5.86298706068633e-05
AGTR1	-0.0539686221041892	0.000195409884747422	0.00109014789345438
AGTRAP	-0.733297991664609	0.000886281328328575	0.00416160173709423
AGXT	-0.027281558792795	0.781823934779661	0.875032666232014
AGXT2	-0.0539686221041892	0.000195409884747422	0.00109014789345438
AHCTF1	0.0826029602721326	0.655144597985896	0.791154550799506
AHCYL1	-0.33182178991292	0.0704091130253146	0.158806299597501
AHCYL2	0.595323061001067	0.0017482621646876	0.00743182981958146
AHDC1	-0.309219769541961	0.0959696643148251	0.20272125425073
AHI1	1.34292670675631	4.44089209850063e-16	3.20147948555545e-14
AHNAK	-0.0222606841887953	0.968965062930349	0.985188778442118
AHR	-0.270326640226306	0.169568294497685	0.311862234396083
AHRR	0.204137617259596	0.475850118103535	0.644888957209609
AHSA1	0.259320905532324	0.498022123182492	0.665227800389327
AHSG	0.208492794794401	0.525221154264954	0.688363443578247
AHSP	-0.0539686221041892	0.000195409884747422	0.00109014789345438
AICDA	-0.295177575667385	0.152893806342783	0.288839882750429
AIDA	-2.47839451762475	2.59718928075081e-06	3.41328960664436e-05
AIF1	-0.0822354050579933	0.00012652945903735	0.00102570272837193
AIF1L	-0.286628185857733	0.45588602625943	0.626438810420949
AIFM2	-1.1745100850008	3.3859401948888e-09	8.31436425633806e-08
AIFM3	-0.197758769334915	0.620637403970908	0.763186430988946
AIG1	0.569951576570735	0.000259122336366824	0.00139785042679518
AIM2	-0.0430254378308085	0.833522409021647	0.906698587591449
AIMP1	1.27979083466359	1.99282008650492e-06	2.67838712688262e-05
AIMP2	-0.0309070359133069	0.953792494772883	0.977131744208013
AIP	0.569939138374516	0.165610123241439	0.30633782538664
AIPL1	-0.251929658280436	0.263877040066622	0.428821769269855
AIRE	-1.31739160971614	6.72355469721886e-05	0.000610371992412171
AJUBA	0.00332862218728131	0.970863118074796	0.986003141085304
AK1	1.93010550020678	1.43907041838531e-09	3.75137789802426e-08
AK2	0.787943176211142	4.63044610432561e-06	5.75858338859904e-05
AK3	0.412178626292095	0.010619465281849	0.0348069563492843
AK5	0.910324366236	6.30302787740789e-09	1.47775858809279e-07
AK7	1.37144578265914	0.00144616736858727	0.00632774498407172
AK8	1.52612848615443	0.000292580037375867	0.00156146931269361
AK9	1.56290477859577	6.09344800839295e-07	9.35186579113061e-06
AKAP1	0.242081960085653	0.0115243414182831	0.0371673795837019
AKAP10	-0.159069466490087	0.562266281354477	0.717997015797978
AKAP11	-0.337544208833648	0.0180923311305055	0.0541404474961918
AKAP12	0.545789281915459	0.00522395297186784	0.0190747860275597
AKAP13	2.10246742300792	0	0
AKAP2	0.56922355599622	0.130430673829984	0.256766342567467
AKAP3	-1.25329154137368	1.30143602101729e-05	0.000143663201299253
AKAP5	-0.139044332334939	0.339850724654377	0.513854600613017
AKAP6	-0.691606611843903	1.21967285382496e-07	2.24930365833301e-06
AKAP7	0.0505481286594594	0.778218379658845	0.873244712517137
AKAP8	0.756159942017277	0.00288446881317128	0.011433556033626
AKAP9	-0.213177397213145	0.190108749272022	0.337751192532436
AKIRIN1	0.750720757005297	1.46371043545646e-05	0.00015913129339023
AKIRIN2	0.0883224433040543	0.75358145050721	0.859528084113232
AKNA	0.373207154798543	0.0310193742638392	0.0833012319623139
AKNAD1	-0.0904034424463386	0.681743768895662	0.810419403243038
AKR1B1	0.668412155457712	0.0194828255577266	0.0575132372061726
AKR1B10	-0.0588467785368889	0.691055083714831	0.816773065365565
AKR1C3	0.604411968160982	0.203867369053878	0.355403595269019
AKR1C4	-0.0539686221041892	0.000195409884747422	0.00109014789345438
AKR1D1	-0.00376227318313766	0.963937629469964	0.982151249556692
AKR1E2	2.78688077891337	1.35220057373431e-10	4.45697211112768e-09
AKR7A2	-1.24605859287615	0.00256824091468943	0.0103567022946241
AKR7A3	0.443092451930102	0.279546004835467	0.446511811752006
AKT1	0.837745635343553	7.69009664236542e-06	9.05416531316404e-05
AKT2	0.762877548270923	1.26287891255572e-09	3.34476829472764e-08
AKT3	0.507132451490944	0.000331455170453632	0.00175160609677985
AKTIP	-0.107001813829687	0.513270084841363	0.678305461596551
AL358113.1	-0.0539686221041892	0.000195409884747422	0.00109014789345438
AL359736.1	-0.074938773819907	0.0108672824978409	0.0353698298776901
AL645922.1	-0.0539686221041892	0.000195409884747422	0.00109014789345438
ALAD	-0.112910531112553	0.636232391119268	0.776273768185253
ALAS1	-0.903226196082137	0.0338449828950671	0.089393458935815
ALB	0.0121834858717704	0.96969348639005	0.985450784598226
ALCAM	0.0755980320796081	0.679047458609888	0.80897589836332
ALDH16A1	0.377679619810815	0.449000994663715	0.620878161913216
ALDH18A1	-0.347221883391277	0.166320200019812	0.307356081763823
ALDH1A1	1.28070334377102	0.00278410690306496	0.0111043033018399
ALDH1A2	0.366929575576632	0.426995295670848	0.601581732893884
ALDH1A3	2.17341604502969	6.8356903752953e-06	8.16226235158157e-05
ALDH1B1	-2.52707563542173	2.60439374510923e-08	5.46882119592174e-07
ALDH1L1	-0.517146866257631	0.305294471219578	0.475667970258403
ALDH1L2	1.27474468034192	0	0
ALDH2	1.13437975010162	0.0222690281911495	0.0639967531538876
ALDH3A1	-0.158888425402727	0.594278075566273	0.743525542117052
ALDH3A2	0.0125065648219401	0.951040277999776	0.97608345196382
ALDH3B1	-0.129902783637005	0.46012240955117	0.630056902301607
ALDH4A1	0.625208017645311	0.0658271407216682	0.150690386155342
ALDH5A1	0.0675688725621775	0.751876231004459	0.858608963932057
ALDH6A1	-0.381231591551311	0.0492293848107554	0.120119698938243
ALDH7A1	1.49211541021416	3.72629447031869e-05	0.0003619176927548
ALDH8A1	-0.672535189899129	0.0565816201882972	0.133937984505432
ALDOB	-0.0794049420461277	0.675714615067994	0.806922900637777
ALDOC	0.663212230903576	0.0592168594038316	0.13889011173264
ALG1	-1.91566028983789	4.228017935759e-11	1.52809409629938e-09
ALG10	0.251799945175262	0.587636895531512	0.738509096515557
ALG10B	0.658504942927503	0.072406666757262	0.162550253880874
ALG11	-0.270456210121383	0.36804023423594	0.542301158419908
ALG12	0.781996954936877	0.000368615234618064	0.00192087436331122
ALG2	-0.766547678248737	0.00431175504837267	0.0161687815875137
ALG3	-0.60961395736341	0.15916103858758	0.297263779606424
ALG5	0.326701994256637	0.360473114872706	0.534837999295503
ALG6	0.0949761538425163	0.759400218325444	0.86246624627172
ALG8	-0.24798259457723	0.201909229620199	0.353050688399816
ALG9	-0.912588423268729	5.2633819258574e-07	8.1746142560465e-06
ALK	-0.0873655712719648	0.802774524662458	0.888157847105014
ALKBH1	0.00970559849624322	0.984346880670323	0.992718337853194
