Estimate_HsapVsRheMac	Pval_HsapVsRheMac	FDR_HsapVsRheMac
ABHD11	1.67512024360416	0.0119289073450033	0.0425432804015845
ABHD12	-0.361268141152451	0.460228435778586	0.61618229642776
ABHD12B	1.99632365952634	0.000155655933249399	0.00110908965969088
ABHD13	-0.173297777053669	0.609876164265653	0.741097942172821
ABHD14B	-0.17022095420125	0.77983562400319	0.864886929918795
ABHD15	-0.46725078093206	0.427929786455515	0.58740672550726
ABHD16A	-0.555463117226899	0.321075294962343	0.482758872561605
ABHD16B	-0.00544040539724427	0.941595713539467	0.966092058078041
ABHD17A	-0.674566902147706	0.00424234727212403	0.0183011467441613
ABHD17B	-0.834906251613086	0.202442975579892	0.374038768139331
ABHD17C	-0.402949794734958	0.311172035508073	0.473355293407214
ABHD2	0.313974993066962	0.0462793849360275	0.124182402134273
ABHD3	-0.0542143704594451	0.943310727663541	0.966687337106211
ABHD4	-0.931639161942672	0.111338388186733	0.242519439512901
ABHD5	0.755275847022722	0.0869078938210142	0.200773936505593
ABHD6	-0.638424830629108	0.141254574050595	0.289576172867408
ABI1	0.0554497756979352	0.79864350829015	0.877189499778175
ABI2	1.15902134730008	4.44089209850063e-15	2.3663109241062e-13
ABI3	-0.110544067770404	0.666369109155993	0.784980947267733
ABL1	0.431818476617134	0.0256150850059147	0.0781260092680398
ABL2	-0.215175609171537	0.114702141750187	0.2474871275503
ABLIM1	0.812071795930674	1.91107347535802e-05	0.00017442912336697
ABLIM2	0.0926662071991482	0.605396124487745	0.738182077543012
ABLIM3	0.180087076105964	0.390882309047766	0.552356856213095
ABR	0.696691298139975	4.96764328783428e-07	7.05677546504678e-06
ABRA	-0.168647650889305	0.692069474834993	0.803219987706508
ABTB1	0.667847821862019	0.00422033941994449	0.0182237013838154
ACAA1	1.72261145601296	8.72635297355373e-13	3.52215462384664e-11
ACAA2	-1.33276393848901	0.0248367912861076	0.0762276287189576
ACACA	0.702855757622286	3.18477446548115e-06	3.56255840357081e-05
ACACB	-0.131827960814205	0.788805756804137	0.871089504928642
ACAD8	0.544480281666189	0.0458169440290734	0.123235878383068
ACAD9	2.67516653181458	0	0
ACADL	-1.22317721116424	0.0739811147056264	0.17749679282152
ACADM	1.11971706748099	0.00425942023354353	0.018363045784586
ACADS	1.23533398374828	0.00799965263783764	0.0309538797964091
ACADSB	-1.17161313673397	1.05893551232139e-05	0.00010248032764971
ACADVL	2.47666658641989	0	0
ACAN	-2.58849542581222	5.47493172458058e-05	0.000439592344127878
ACAP1	0.00129983389253081	0.99351954493766	0.996254578187402
ACAP2	-0.395421357115569	0.0470841903915702	0.125915883885887
ACAP3	1.53563134395094	5.02731190010763e-12	1.78821086346573e-10
ACAT1	-0.0225927628135811	0.938434235404799	0.964476017953198
ACAT2	1.53103384287037	0.0167117706714131	0.0557651931735939
ACBD3	-0.920995303503194	0.000180689050967908	0.00126145473645695
ACBD4	0.213072976494897	0.533636702154971	0.678803206430569
ACBD5	0.215695067418367	0.669402649112396	0.786900733429202
ACBD6	1.06408881624584	0.000968645613842467	0.00526332588480867
ACBD7	0.769414939730713	0.2282047268514	0.38239487449774
ACCSL	-1.01794086410526	0.00540655420413749	0.0224057046498548
ACD	-0.22868897503496	0.657708668379199	0.77888575969187
ACE	-0.610584015499835	0.191102696381937	0.360820091025895
ACER1	-0.84959019190719	0.0143647597639431	0.0495271934469865
ACER2	0.936165304801669	0.157840416985205	0.314258848231804
ACER3	0.287163167702017	0.349633388993833	0.51143746929534
ACHE	-1.84891713081938	0.000470860766594416	0.00284266636563338
ACIN1	-0.522868506020524	6.29545058195013e-06	6.48845331003591e-05
ACKR2	-0.140204490351433	0.717551073467179	0.822000851581495
ACKR3	-0.222282477268161	0.599313078356218	0.733285497306242
ACKR4	-0.0280959814939622	0.525618965923718	0.671964843965636
ACLY	0.54169800030379	0.121393690560033	0.257636703784605
ACMSD	-0.155850652647266	0.485866649518054	0.639399218145453
ACO1	-0.255259516323362	0.36885616613837	0.530235655332839
ACO2	-0.47648653480206	0.104704005522796	0.231054951457328
ACOT1	0.289387433946262	0.0671929845740793	0.165357543819489
ACOT11	1.46625693373357	0.00419991158088706	0.0181587581853555
ACOT12	0.406835556802471	0.263737250459059	0.420463797710332
ACOT13	-1.10305065354904	0.00214048405527389	0.0103985101078009
ACOT2	-0.863040220769949	0.242625127100067	0.396320045854357
ACOT6	-0.0439690010632937	0.371158015262312	0.532423959729919
ACOT8	0.891701630569829	0.00248415048733008	0.0117293732185545
ACOX1	0.333523185140985	0.168917038587311	0.330311952015598
ACOX2	-0.929391006333857	6.76418371419185e-05	0.000532018440204319
ACOX3	0.593565750782519	0.00192098739917701	0.0094445044231602
ACP2	0.255934839565203	0.652540458288304	0.774715800808862
ACP5	0.0319671820232936	0.511270301705359	0.660395220017521
ACP6	0.80403739733139	0.00132348508916258	0.00687524545124413
ACPP	-0.0585439142247249	0.480093285489198	0.634026017014095
ACR	-0.431704868655644	0.0911191050054589	0.208234727000948
ACRBP	0.233644570060747	0.639214242250864	0.764419796036712
ACRV1	1.11532065474328	0.000201028323341124	0.00137797251380945
ACSBG1	0.0600731920163153	0.903666372487789	0.942758579748327
ACSBG2	0.165924971138934	0.659165963240671	0.779882091396892
ACSF2	-0.051748507921621	0.832205016696544	0.898503216208096
ACSF3	-0.702815057478174	0.00401212814379082	0.017509711721089
ACSL1	0.262312330074529	0.578065240790666	0.714485881644721
ACSL3	0.363078293412071	0.131949137996639	0.274888939782521
ACSL5	0.315734240591088	0.501403984672103	0.652504621932998
ACSL6	-0.0196113008287637	0.916345751824459	0.951055283728196
ACSM1	-1.42602558320617	0.00379426260859916	0.0167377140793604
ACSM2A	-0.0804209636081738	0.878788667687451	0.928761690250302
ACSM2B	-0.186754584916169	0.746179662422707	0.841215460251563
ACSM3	-0.604119744891974	0.263454047143562	0.420161363958637
ACSM4	-0.0524276308879842	0.234116771342828	0.38569010545955
ACSM5	-1.43757304041191	0.00341493611100208	0.0153302543164898
ACSS1	1.35537838720139	0.118383554787766	0.252720301202513
ACSS2	0.585272278760318	0.183195422200563	0.350405432276644
ACSS3	0.37351861754595	0.294263124751839	0.454613933621309
ACTA1	-0.776006011871381	0.187312064063252	0.3559562920266
ACTA2	0.436337772404887	0.412667650642234	0.572587864686373
ACTB	1.84661226559362	1.49374188573859e-08	2.94833592410569e-07
ACTC1	0.0780637900304855	0.703145440857565	0.811081003525356
ACTG1	1.02123201813297	0.000497404614800301	0.00297361934018752
ACTG2	-0.0236566544841708	0.920468765524333	0.953985861744534
ACTL10	0.00741071536181826	0.92004416438441	0.953852369625183
ACTL6A	-0.724503936107115	0.257507220172252	0.413615033298299
ACTL6B	0.466337162281079	0.0746136215478874	0.178630124682485
ACTL7A	0.0109236581911055	0.231108019141137	0.38239487449774
ACTL7B	-1.73402389388705	1.29551438843301e-06	1.61561789736035e-05
ACTL8	0.0109236581911055	0.231108019141137	0.38239487449774
ACTL9	0.0109236581911055	0.231108019141137	0.38239487449774
ACTN1	-0.00596046648362668	0.980174748337716	0.988460187188865
ACTN2	0.289616940539894	0.120817067762968	0.256655356210617
ACTN4	0.980520959040581	1.61987956603937e-07	2.55410484558793e-06
ACTR10	0.327048528698407	0.456070878175447	0.612196705036662
ACTR1A	1.40638694560864	9.36447061894441e-07	1.22923494073992e-05
ACTR1B	0.985701998934536	1.34015586661373e-05	0.000126517095502939
ACTR2	0.770954773791112	0.0147601798989667	0.0505929278459116
ACTR3B	0.0548847149381548	0.839710030856027	0.903947211208983
ACTR5	-1.42354633519048	0.00213172791532479	0.010363441769381
ACTR6	-0.438225663127965	0.43591260076188	0.594743548210449
ACTR8	0.162325979229538	0.649883063486068	0.772785885053866
ACTRT2	0.0109236581911055	0.231108019141137	0.38239487449774
ACTRT3	-0.498666898849488	0.560167502941765	0.700521160218733
ACVR1	-0.549039843460503	0.22820861740197	0.38239487449774
ACVR1B	0.355681702032518	0.255674253541436	0.411649899915454
ACVR1C	0.526932189577905	0.260791902074358	0.417297997847409
ACVR2A	-1.1100846111685	1.03886121927133e-09	2.59349779574014e-08
ACVR2B	0.593889198678798	0.00210805977943807	0.0102706013323471
ACVRL1	-0.521750194691147	0.0939903885212405	0.213394954500614
ACY1	-1.27388387905061	0.0467848043108925	0.125189747303522
ACY3	0.102119784275942	0.315857447411967	0.477630313915954
ADA	-3.51742311184286	0	0
ADAD1	0.0109236581911055	0.231108019141137	0.38239487449774
ADAD2	-0.306623296425422	0.549679783992443	0.691124152956736
ADAL	-0.223727520668818	0.516136944113851	0.664557102453955
ADAM10	0.336841974798343	0.117765026853478	0.251878522451488
ADAM11	0.465100661544199	0.0159048431916613	0.0536301128231081
ADAM12	2.56648544878992	0.000346138664486739	0.0021744153475982
ADAM15	-1.24788043534718	0.000485548329605345	0.00291696837406848
ADAM17	0.0822379177925448	0.666573014330302	0.784994908199752
ADAM18	-0.611842933924195	0.0122966687575492	0.0436700188410223
ADAM19	0.775984568768083	0.0139247665767843	0.0483191192333666
ADAM2	-0.0120604707047155	0.81780233571597	0.889345685886359
ADAM20	5.34418938664006	0	0
ADAM22	0.131311312214213	0.424111657685945	0.583835825953546
ADAM23	0.243691685771154	0.135834942942804	0.281418605472867
ADAM28	-1.26287507246291	0.0257662462035984	0.078350422703158
ADAM33	0.340392438285132	0.620942565814618	0.750284729743377
ADAM7	0.0109236581911055	0.231108019141137	0.38239487449774
ADAM8	-1.03241796557926	0.0593220410994957	0.150549780885222
ADAM9	-0.106964199719888	0.680335440726825	0.795315002998736
ADAMDEC1	-0.0280959814939622	0.525618965923718	0.671964843965636
ADAMTS12	-3.04046448485673	1.5266693131899e-07	2.43490540483182e-06
ADAMTS13	0.985696642674477	0.141684834312964	0.290369907475383
ADAMTS14	-1.82940672877774	5.21115730522936e-06	5.50130083256046e-05
ADAMTS15	-2.32071599295361	4.85416922184623e-05	0.000397322740010376
ADAMTS16	-1.82474515675767	2.52638855235965e-06	2.91345116119422e-05
ADAMTS17	1.5052451144838	0.00983310419271333	0.036669454390586
ADAMTS18	0.991008195141952	0.00920494280645423	0.0347110025101565
ADAMTS2	1.02821324523675	0.15480628116742	0.309773411966452
ADAMTS20	0.196520140337342	0.744935226606779	0.84044453844556
ADAMTS3	0.278053717183754	0.463232521277581	0.618423214432865
ADAMTS4	-0.39126436608897	0.614601498677129	0.744758903700349
ADAMTS5	-1.59657366419777	0.0637839034605123	0.158777212496095
ADAMTS6	-1.05776961023768	0.17639787082174	0.340836992482138
ADAMTS8	0.194901644397841	0.713333030558569	0.818629657355926
ADAMTS9	0.520545759781161	0.402864664155717	0.564261666232022
ADAMTSL1	0.165085616363232	0.727306847643367	0.829090445888739
ADAMTSL2	0.744504948341272	0.252984635842907	0.408490343250476
ADAMTSL3	-0.186567750576863	0.546322973987158	0.688588656682013
ADAMTSL4	-4.71821663513375	0	0
ADAMTSL5	0.124256250736403	0.0830286926837265	0.194324619109256
ADAP1	0.4484626770856	0.256647065934359	0.412773002765547
ADAP2	1.42830370897005	0.0157168963662282	0.0531085809862394
ADAR	0.302416186894536	0.0221575778046872	0.0696934919237023
ADARB1	0.395838923984263	0.03109793478781	0.0912562600945725
ADARB2	-0.262909376075452	0.493267632831062	0.645919471412875
ADAT1	1.4544976958339	1.25975257454503e-05	0.000120085836294641
ADAT2	0.864818829814939	0.0238544922346682	0.073859074371971
ADCK1	0.664226081999928	0.171267779109834	0.333795132308757
ADCK2	-0.254626374730309	0.659575982916969	0.78004595365415
ADCK5	0.387387714227342	0.458328587192475	0.61430977171821
ADCY1	0.432775549907034	0.00617582238444481	0.0249960463813515
ADCY10	-4.49540614343462	1.27342580924505e-12	4.97595748824133e-11
ADCY2	-0.0728517802776136	0.683745835029025	0.797379006985988
ADCY3	1.01451140761307	5.08990334706638e-05	0.000413355343504831
ADCY4	0.133299361179771	0.502426354946667	0.653403801576743
ADCY5	-0.0888791609116016	0.603674364719641	0.736816125919917
ADCY6	1.19591238128314	2.33266676263888e-06	2.70858575599782e-05
ADCY7	1.40536817859017	0.0728468522961785	0.175457355613607
ADCY8	-1.13675668575123	0.00808754925595179	0.0312491405902798
ADCY9	-0.56639880208293	0.000371995602541864	0.00231420060815268
ADCYAP1R1	-0.78683672538891	0.0105822168451717	0.0388398762019492
ADD1	0.650662389475347	2.55528025405738e-08	4.81786476992273e-07
ADD2	-0.651585487929734	4.1756817781291e-08	7.47574582350046e-07
ADD3	0.12366524766873	0.541044163274276	0.68458679539872
ADGB	0.0760635334630906	0.774467841018918	0.861364653475458
ADH1A	-0.0873177869365252	0.832253516860062	0.898503216208096
ADH1B	-0.14857322102193	0.707522364175973	0.814457261673324
ADH4	-0.218475610819576	0.0738653507587261	0.177374206194939
ADH5	1.76548416101412	0.000263366437505796	0.00172602962762063
ADH6	0.035995633311029	0.665612938288162	0.784364337505482
ADH7	0.0109236581911055	0.231108019141137	0.38239487449774
ADHFE1	2.42995728814343	7.69897628949412e-05	0.00059615105892401
ADI1	2.92432925010818	0	0
ADIPOQ	-0.270747801945474	0.218005220474573	0.38239487449774
ADIPOR1	-0.761574193749036	0.0271652064551327	0.0817077528383854
ADIPOR2	-0.15013225516991	0.765449938829737	0.854622497779448
ADK	-1.34406776485027	0.00184987476368836	0.00914514862386918
ADM	0.0106941057342528	0.979806267756348	0.988295414706693
ADNP	-0.772779144194194	0.00170097744127373	0.00852870397825478
ADNP2	-0.918496947000975	0.000747639936482525	0.00419780674040855
ADO	-0.642723034005273	0.0400826402617955	0.111024054524197
ADORA1	-0.41066209674582	0.414562318264926	0.574615937952855
ADORA2A	1.4560352112978	0.0337742242829724	0.097163960213135
ADPGK	-0.403881135426664	0.252672079269688	0.408132314957424
ADPRHL2	0.726163424191313	0.206965094341977	0.379525968679993
ADRA1A	-1.41071784657442	0.000100048797808228	0.000749309912918176
ADRA2A	0.352097474843658	0.549141504595357	0.690833951423106
ADRA2B	-0.243679222619274	0.62649537813315	0.754086993225933
ADRB1	-0.836274822023827	0.0176381439949882	0.058303854300857
ADRB2	-0.333203914994805	0.299778342009881	0.460653348755865
ADRB3	1.13379411198441	0.00151836870618349	0.00776679847918955
ADRM1	1.29311930056518	0.0141392575489461	0.048895348679221
ADSL	1.17801287741411	2.2022844943681e-05	0.000197626891269565
ADSSL1	-1.45642447548907	0.0102930911460177	0.0379647501339166
ADTRP	4.12941398365834	9.5989882709091e-13	3.82851955266644e-11
AEBP2	0.928632582290151	2.49926283224511e-07	3.82435439744566e-06
AEN	1.04291646652728	0.0425555391108086	0.11610832275912
AFAP1	-0.188600703011856	0.567098702250555	0.706697874379712
AFAP1L1	-3.06982288932702	3.28540092908725e-08	6.03147658504096e-07
AFAP1L2	2.05448782733776	1.89971667441391e-06	2.27241175579183e-05
AFF1	0.456770671207248	0.139825117824742	0.287455062270815
AFF4	0.400168574368876	0.00712360757882036	0.0280799280029466
AFM	-0.864373177875282	0.0589384267652564	0.14994318385024
AFMID	1.94313203253423	1.30529643138644e-06	1.62339601940567e-05
AFP	-0.711058300282762	0.00951443587624667	0.0357082711714035
AFTPH	-0.666828374458872	0.0117201536223028	0.0419876138671976
AGA	-0.813350458981536	0.182983848218875	0.350100093363419
AGAP2	0.397255647070337	0.0232695352107968	0.072583425061899
AGBL1	-0.815779916980711	0.244386559675612	0.398473054062279
AGBL2	-1.2811796651651	0.000258723518347326	0.00170139109797088
AGBL3	1.88195079098359	8.06410643108268e-05	0.000621212678842432
AGBL4	1.03112855702205	8.5818155131312e-05	0.000655167590143165
AGER	-0.373427423500759	0.548304569279362	0.690231944948649
AGFG1	0.560331878598149	0.00794417951798221	0.0307480574452823
AGFG2	1.16182848462234	0.000308026156290664	0.00197174767946555
AGGF1	0.16391957400689	0.591074269770714	0.726369392049133
AGK	0.100793055307975	0.58307948126255	0.718640929502691
AGL	0.0453219970728379	0.799019625956122	0.877379129878186
AGMAT	0.108663613027859	0.861816650017432	0.918213092459101
AGMO	0.624187149319432	0.0262532546620693	0.0794255220151158
AGO1	-0.0434908461204401	0.821371518007658	0.891827104550673
AGO2	0.034925515695363	0.906794833741875	0.944557429802445
AGO3	0.52932008387607	0.000737354835330661	0.00414604916946302
AGO4	0.46492765344546	0.0312011259996272	0.091493937468611
AGPAT1	0.441939330348817	0.251246836331323	0.406691014584212
AGPAT2	1.36918863556941	0.0342279336903826	0.098134150165897
AGPAT3	0.193235718065548	0.404261619224676	0.565774869342833
AGPAT4	1.51038044202297	0	0
AGPAT5	-0.824048775593532	0.0568142841065595	0.14558552903218
AGPS	-0.169314527516951	0.667207590057197	0.785488212519525
AGR2	-0.0214364873862892	0.889505304469745	0.93471205936212
AGR3	0.16810797023185	0.225618230744071	0.38239487449774
AGRN	0.651960072817692	0.0349823338450914	0.0997033493796358
AGT	0.505314341075336	0.106657092972318	0.234367444231429
AGTPBP1	0.435225994733697	0.0331733214359224	0.0958648545075392
AGTR1	0.0109236581911055	0.231108019141137	0.38239487449774
AGTRAP	-2.13086467129869	8.40894763243227e-06	8.3580839437975e-05
AGXT	-0.120254029416691	0.475768809494317	0.62998127107287
AGXT2	-0.020908482281607	0.65490525183756	0.776565898497857
AHCTF1	-1.28037542035952	5.08263988896474e-07	7.19738112848042e-06
AHCYL1	-0.600243263135815	0.0176934193741829	0.0584174755263272
AHCYL2	-0.185419734704701	0.432427568594314	0.590993111538925
AHDC1	-0.500325126113551	0.0181148421240265	0.05954796066179
AHI1	1.38921146821176	1.33720685895344e-05	0.000126327159534347
AHNAK	-1.2285165984489	0.0887418045578128	0.203873256176529
AHR	0.0967907683788748	0.801512968625756	0.878899978041631
AHRR	3.93843215236921	0	0
AHSA1	-0.89449665656434	0.031687101565	0.0925882437676891
AHSG	0.95836182089981	0.0203424872130251	0.0652324143955261
AHSP	0.0109236581911055	0.231108019141137	0.38239487449774
AICDA	-0.185893207733066	0.389979597730062	0.551449410930878
AIDA	-1.84030208033364	0.0108716713308981	0.0396217900004965
AIF1	-0.0422001321857118	0.404686582951579	0.566048954634804
AIF1L	-0.320913964193769	0.638092076293217	0.76373675407656
AIFM2	3.72194815682998	0	0
AIFM3	0.504464887816835	0.358794998392343	0.52071432590453
AIG1	0.303668229711295	0.257738211657547	0.413756648678726
AIM2	-0.48210500138562	0.191045877795988	0.360763339202649
AIMP1	0.232542790420031	0.429302419727768	0.588392224517084
AIMP2	0.289203628389171	0.666152518078907	0.784794380514004
AIP	0.200635841286797	0.638871118313401	0.764411249310638
AIPL1	-0.217700088072979	0.538804176325173	0.683151458476231
AIRE	-2.6822845313424	2.84657408755606e-09	6.53460872955942e-08
AJUBA	-0.405719405201858	0.321456515405721	0.483116531124251
AK1	0.67634470304233	0.0837547144020117	0.195616303682176
AK2	0.0456712942493327	0.841818538804716	0.905228940140221
AK3	-0.471915165578316	0.202671391918833	0.374173244927115
AK5	1.24590790244994	3.79550186835331e-08	6.87730654398804e-07
AK7	1.34207562696471	0.0443415832269154	0.119985725307516
AK8	-1.01047105277742	0.0850512700513621	0.197685546821106
AK9	1.64784637495783	8.41003429519205e-06	8.3580839437975e-05
AKAP1	-0.461354427160038	0.000490017941820575	0.00293596972163697
AKAP10	0.100496579799301	0.798088947713213	0.877030680638998
AKAP11	0.171345422829809	0.329318381055835	0.490773943733552
AKAP12	-0.487724031396297	0.0153912632817546	0.0523567045928168
AKAP13	0.632348827204828	0.00903638975662191	0.0341901684841482
AKAP2	0.0501121115668667	0.929393180099808	0.958081443916782
AKAP3	-2.10552223082252	1.41734710390473e-05	0.000133058887936906
AKAP5	-0.621278980581304	0.0112638870680337	0.040688226571319
AKAP6	-0.61552565108644	1.22587504416405e-05	0.000117122760243625
AKAP7	-0.349546719400972	0.241767055676201	0.395062021523741
AKAP8	-0.7596442546171	0.0298255770358302	0.088028499021948
AKAP9	-0.941479617155828	0.000419914702934676	0.00257195370752493
AKIRIN1	0.190105055437873	0.507191543345803	0.657699999600304
AKIRIN2	-0.744813469914735	0.0591656615462228	0.150324992280973
AKNA	0.499236669081522	0.0563597762403809	0.144666059310087
AKNAD1	-0.34553793113162	0.370276828364136	0.53159764890063
AKR1B1	1.85424798620089	0.000173417487921768	0.00122016761726166
AKR1B10	-0.634638943658345	0.112093751222898	0.243613712757679
AKR1C3	0.752293556375216	0.225823040538198	0.38239487449774
AKR1C4	-0.533619618019772	0.000389159990439758	0.00240323675268822
AKR1D1	0.20580139917952	0.0549373312018349	0.141852166621708
AKR1E2	-0.0630746947172495	0.910896172343258	0.947076299503275
AKR7A2	0.476424830644118	0.41722265534905	0.577093352837512
AKR7A3	2.7669424942747	1.48323884285873e-08	2.93189777721092e-07
AKT1	1.2884502089764	3.89614122298099e-07	5.69056119469195e-06
AKT2	1.67203462940704	0	0
AKT3	0.0228660785243355	0.896462516042706	0.938933981447533
AKTIP	-1.11652313116664	7.70145591744154e-09	1.62987954824222e-07
AL358113.1	0.0109236581911055	0.231108019141137	0.38239487449774
AL359736.1	0.0109236581911055	0.231108019141137	0.38239487449774
AL645922.1	0.0109236581911055	0.231108019141137	0.38239487449774
ALAD	1.11774700376785	0.00706448441790353	0.0279449279453514
ALAS1	0.18667247166917	0.750261201719882	0.843770022556581
ALB	0.817415882835336	0.0449993534397986	0.121473024373633
ALCAM	-0.277771426160134	0.260640116696844	0.41715415091893
ALDH16A1	-0.453348618803925	0.495677051766326	0.647878837973807
ALDH18A1	-0.124179952973058	0.697739119690996	0.807267996309422
ALDH1A1	0.034972870002512	0.955160137012022	0.973723064659639
ALDH1A2	1.12819678400351	0.053896546963123	0.140021761950096
ALDH1A3	1.21575526179578	0.0916917884491235	0.209330567329828
ALDH1B1	0.35211771817582	0.561077432547575	0.701281964253569
ALDH1L1	-0.270703625327293	0.697408940369544	0.807157445494662
ALDH1L2	2.64417175000426	0	0
ALDH2	1.5825048357233	0.00411615339680349	0.0178596279183482
ALDH3A1	-0.154509653250263	0.609624800851838	0.740992871723346
ALDH3A2	-0.198407318047154	0.571686950852112	0.710215139304546
ALDH3B1	-0.278968849198082	0.407625200325183	0.568390083324762
ALDH4A1	-0.202635397998671	0.731157937961758	0.832024621097375
ALDH5A1	-1.04640260037363	1.45972208713818e-05	0.000136846407904797
ALDH6A1	-1.65769342906137	3.99680288865056e-12	1.45231535692448e-10
ALDH7A1	1.24762924391302	0.0015662755612269	0.00796790975128298
ALDH8A1	-1.27372110784301	0.0047283512978995	0.0200828304495851
ALDOB	0.306062719463333	0.198873827681913	0.370511065641219
ALDOC	-0.86519159885149	0.0917331801265369	0.209354156303681
ALG1	-0.114964193041643	0.800322525539556	0.878023109277243
ALG10	2.44748646103425	3.81474475674715e-06	4.17084947815963e-05
ALG10B	0.441751083171361	0.425222559749815	0.584798540049272
ALG11	-0.401139498408374	0.230752662912237	0.38239487449774
ALG12	0.462501647154221	0.103725326732485	0.229534000275876
ALG2	0.483672265351259	0.255268867366326	0.411144516244377
ALG3	-1.14220010156063	0.0890946043825886	0.204474695553571
ALG5	-0.346053077020372	0.423170851067407	0.582909503860341
ALG6	-0.942874344249729	0.0153987796989465	0.0523690588096615
ALG8	-0.709260082360933	0.097869899010131	0.220117468894824
ALG9	-1.13179300930915	1.39726398489248e-05	0.000131264918329865
ALK	-1.15455073565633	0.00222851043717354	0.0107602253594328
ALKBH1	0.0925141689142501	0.891223992197183	0.935351548369811
ALKBH2	-2.08176887271332	0.00231477419969894	0.0110773877546595
ALKBH4	0.166595685030985	0.797955918850964	0.877030680638998
ALKBH6	0.482525025214652	0.262061906453155	0.418808651250174
