Estimate_PanTroVsRheMac	Pval_PanTroVsRheMac	FDR_PanTroVsRheMac
ABCA7	-0.266212554750874	0.23411950774783	0.363714829115687
ABCA8	-1.6143636758514	0.0995560351646172	0.211756849172326
ABCA9	2.691775436889	4.72335852652606e-08	7.18686188443541e-07
ABCB11	0.429093868319117	0.0313718096659292	0.0863637668177235
ABCB4	-0.656987622572204	0.0242074872181837	0.0702715622713898
ABCB5	-0.012801181383602	0.859028003687338	0.913581296758363
ABCB6	2.30752958066977	5.44772450483677e-07	6.58071452058284e-06
ABCB9	-0.20063841648646	0.224334105754023	0.363714829115687
ABCC1	0.339120818683792	0.00712563915368003	0.0260751198237678
ABCC10	-0.826659282934222	0.00187421423045708	0.00854456612810008
ABCC11	0.286076557124833	0.484917981870551	0.620696858488121
ABCC12	2.81985996089307	2.17601048291272e-10	4.98891110886842e-09
ABCC2	-1.04478240375491	0.0162821629992242	0.0512012688109499
ABCC3	0.714682854050989	0.0128411315018733	0.0421708389224735
ABCC4	-2.03963505647334	3.58713059256388e-12	1.05816427830096e-10
ABCC5	0.190228813931901	0.174000677655274	0.321461304025045
ABCC6	1.58953062873656	0.00324805546804918	0.0136493253630832
ABCC8	-0.148799674196153	0.223637342590259	0.363714829115687
ABCC9	2.38405768038349	7.03201856744329e-08	1.03832028814571e-06
ABCD2	-0.0232285682931605	0.956874955457163	0.973688168497679
ABCD3	-0.839185643978828	8.2683735858069e-07	9.54331714985127e-06
ABCD4	0.308247740477783	0.235498733835441	0.364621388633924
ABCE1	0.359790809302043	0.118591879711939	0.242453310645535
ABCF1	0.432682930190549	0.0290056911724108	0.0811850673014249
ABCF2	0.346654216011889	0.106761733564642	0.222967456264127
ABCF3	0.723440232320293	8.52243766691352e-06	7.79979512475636e-05
ABCG4	-1.01947313672818	2.17100731620956e-05	0.00017588551460229
ABCG5	0.0755772671440294	0.833943197134746	0.897667537573739
ABCG8	1.66287835037267	1.19230281203642e-08	2.07131884137409e-07
ABHD1	-0.41744281547122	0.271443705481889	0.405114474718134
ABHD10	0.908857148704717	0.00401132539764371	0.0163206182360719
ABHD11	0.723597735103872	0.0864973994351685	0.190223726229283
ABHD12	-1.06153730853342	1.55323524386741e-05	0.000131115618801356
ABHD12B	0.691198582889243	0.17874350228487	0.327317276526604
ABHD13	0.0404276863504981	0.9127063336652	0.947578188022458
ABHD14B	-2.08086632534453	1.88492021990783e-09	3.78134069710973e-08
ABHD15	0.276469573537423	0.251622502493353	0.383160844472257
ABHD16A	-0.580178275464492	0.243110593171997	0.373439849696611
ABHD16B	0.0233284168923655	0.305742547146801	0.44162812365649
ABHD17A	-1.32633876228332	2.4583719504534e-09	4.83814777577551e-08
ABHD17B	-1.01982786211528	0.0738228867994151	0.169367994714587
ABHD17C	-0.796434737116526	0.0654242528035061	0.15362904581851
ABHD2	0.529739299319692	0.000270184558320619	0.00162969039405828
ABHD3	0.927884222036388	0.106047523432716	0.221771134545101
ABHD4	-0.243198165549644	0.512124760773512	0.645651725426702
ABHD5	1.57648382945196	0.000157556299053008	0.00101336663527366
ABHD6	-0.67556270181351	0.0236588730306473	0.0689629487769225
ABI1	-0.233123390671751	0.236975151143922	0.366318313561657
ABI2	0.771740122193036	8.78449513130874e-09	1.54998276490225e-07
ABI3	-0.301794920524806	0.324036096640652	0.461952471164199
ABL1	0.458782979081828	0.00973381476796753	0.0337417220074493
ABL2	-0.870690263169153	5.20716290086654e-08	7.84332548229964e-07
ABLIM1	0.214814298782733	0.373809999976479	0.514350155613357
ABLIM2	-0.119544477801617	0.393760699102425	0.535055738796471
ABLIM3	-0.0170876885162751	0.913626003695671	0.947578188022458
ABR	0.253427180321688	0.0271831004783329	0.0769540902033613
ABRA	0.00477563129531733	0.864972204906721	0.917081423070979
ABTB1	2.0394148752243	3.24185123190546e-14	1.31636736317221e-12
ACAA1	1.35552383560619	2.10778375597798e-06	2.23388622754238e-05
ACAA2	0.419783120016597	0.375382248015247	0.515906625088546
ACACA	0.348147587246427	0.00640644806608059	0.0239040482642769
ACACB	-1.12443010497293	0.0114815592134565	0.0386088550153672
ACAD8	0.718414789757469	0.00101459516740321	0.00505460364071052
ACAD9	1.3486596299367	1.08187746761246e-07	1.53362672354191e-06
ACADL	-1.20854239982724	0.0787482759012337	0.17785315922676
ACADM	0.675637534279827	0.0243946409750775	0.0707386868111464
ACADS	-0.224476664077525	0.490976052767156	0.625600015817961
ACADSB	-0.54814132842111	0.00401205614081612	0.0163206182360719
ACADVL	1.05066457707483	4.46155569244766e-06	4.35975772247841e-05
ACAN	-1.8315741045431	4.09128261091851e-06	4.02882256229309e-05
ACAP1	0.922566544964329	0.00354423769863677	0.0146879398755986
ACAP2	-0.113918840880085	0.362987586631312	0.503802703117133
ACAP3	0.999273409416074	1.99785743504322e-10	4.61974546857935e-09
ACAT1	0.717655139297588	0.013624021185588	0.0442994282689127
ACAT2	1.43209341319006	0.0124289421055523	0.0410596135971375
ACBD3	-0.941251000389916	0.000215149439122486	0.00133475820930061
ACBD4	0.422279085237248	0.153833083429899	0.293368764707663
ACBD5	0.480999784320001	0.341377576809958	0.479456934413904
ACBD6	-0.158407107799824	0.564369596044858	0.688095009883398
ACBD7	-0.0934832472742952	0.755994410933444	0.839760136852376
ACCSL	-1.35470741966305	0.00227190557670509	0.0100781701479307
ACD	-0.239355377774745	0.340129033474068	0.478109263135598
ACE	-0.504717537104363	0.0893972561733525	0.195358147264219
ACER1	-0.883545893652374	0.00295183160181867	0.0125571605629907
ACER2	-0.30421665809972	0.550523347313556	0.676413164886442
ACER3	0.161866518611247	0.574426478063624	0.696451421060861
ACHE	-0.402741752779833	0.12342651270339	0.249949349219528
ACIN1	-0.525774922250949	8.04341796278862e-07	9.31557710965236e-06
ACKR2	0.774653049928797	0.0432688098050591	0.111000347284872
ACKR3	-0.921428540955071	0.052741738513183	0.129298304581964
ACKR4	0.0165223123013954	0.92655872961914	0.955183775636279
ACLY	-0.483988976133736	0.0586450340755245	0.140800303539118
ACMSD	0.00851419189675924	0.234697373969095	0.363714829115687
ACO1	-0.245263184987684	0.253806358223614	0.385615182600309
ACO2	0.0874191712830368	0.759254042353799	0.842604145135471
ACOT1	0.00851419189675924	0.234697373969095	0.363714829115687
ACOT11	1.69885578329785	0.0164410964019717	0.0516167723788961
ACOT12	0.533727665108437	0.014563870812293	0.0468581246827023
ACOT13	-0.338934405460625	0.201939903779894	0.357029749882853
ACOT2	0.114935746661621	0.811389212955783	0.880396356353983
ACOT6	0.481760643825088	0.00468563727917992	0.0186059134493739
ACOT8	0.943155374435843	0.000973415675868505	0.00487557789945856
ACOX1	0.332001510346473	0.18665570381845	0.337568296482562
ACOX2	-0.741045637596295	0.011502487726029	0.0386506872493859
ACOX3	0.445427536189958	0.214747225377144	0.363714829115687
ACP2	0.801409127390343	5.07763312769249e-05	0.000373440110171427
ACP5	0.0351774981658524	0.595735076637483	0.714066379314476
ACP6	0.899659467860225	0.00104074989176528	0.00517343262938339
ACPP	-0.00976214303718619	0.959945623486596	0.975576852636472
ACR	-0.406722918580306	0.283408768856523	0.417783883319277
ACRBP	1.50605533154866	3.75411774977685e-06	3.72540266718007e-05
ACRV1	1.56798025454494	7.39408534400354e-14	2.83987648212284e-12
ACSBG1	0.144462209821001	0.716244623789572	0.810041423935169
ACSBG2	0.189355658512973	0.0669239233968026	0.156659387274231
ACSF2	-0.127812159401115	0.397921954536006	0.5387448065942
ACSF3	-0.613009065756689	0.000118585901676349	0.000785194764488636
ACSL1	0.270715768609562	0.423528574590822	0.563473603981862
ACSL3	0.360358561380912	0.0994938090937112	0.211657888652725
ACSL5	0.00851419189675924	0.234697373969095	0.363714829115687
ACSL6	-0.598683579540895	1.90349503270681e-07	2.57382312296094e-06
ACSM1	-0.546960405700627	0.347679921300209	0.486766332853683
ACSM2A	-0.236732449605254	0.0774303986368829	0.175553179284194
ACSM2B	0.512421673354881	0.00332168583016301	0.0139227916459784
ACSM3	-1.03397123267024	0.0163509925608623	0.051381755410952
ACSM4	-0.0535636128496557	0.283211016146499	0.417629370889406
ACSM5	-0.753383413712075	0.148634661800338	0.286322995683289
ACSS1	1.91354861113253	0.00211585116234403	0.00949210965709147
ACSS2	0.223485294408905	0.423991900809874	0.563914247712895
ACSS3	-0.170356551602193	0.450221743256216	0.588751510411975
ACTA1	-0.802164897657819	0.0906879394204727	0.197697948144792
ACTA2	0.320552554382636	0.452084220277156	0.59055691604228
ACTB	1.46009126578724	2.22044604925031e-15	1.01470620982859e-13
ACTC1	-0.096863439454207	0.723971740217445	0.816213201317798
ACTG1	0.535008122716975	0.0118145311981377	0.039462758940063
ACTG2	-0.0164291357333834	0.907694151927704	0.944767206774041
ACTL10	-0.00479381671672873	0.934992255098309	0.961437850657712
ACTL6A	-0.134964805265559	0.789392623027372	0.864374403058971
ACTL6B	0.579325976685298	0.00877082582736421	0.0309608544065716
ACTL7A	0.00851419189675924	0.234697373969095	0.363714829115687
ACTL7B	-2.59386379667629	1.15463194561016e-14	4.91028178510114e-13
ACTL8	0.0705309513022576	0.134537626094683	0.266466367495293
ACTL9	0.00851419189675924	0.234697373969095	0.363714829115687
ACTN1	-0.821832432944481	4.46292237743506e-06	4.35975772247841e-05
ACTN2	-0.165676552362232	0.462621420958038	0.600481357205403
ACTN4	0.368943762534065	0.000765543982454098	0.00396172684355612
ACTR10	-0.0893808986948498	0.865188891712197	0.917166898574517
ACTR1A	0.909025014576573	0.00235393894506175	0.0103737989272238
ACTR1B	0.888896506059161	4.23487984013704e-07	5.27150647505886e-06
ACTR2	0.993479336586664	2.1926813877915e-06	2.31476411815326e-05
ACTR3B	-0.221625095351187	0.493500396615764	0.627926271522144
ACTR5	-1.90054390489293	1.28370425400703e-10	3.04676356483606e-09
ACTR6	-1.39254823804065	0.0160700704895405	0.050628796510749
ACTR8	0.0524129304494993	0.816606180253166	0.884230354698227
ACTRT2	0.00851419189675924	0.234697373969095	0.363714829115687
ACTRT3	0.98492613936433	0.0248615860628127	0.071800242473875
ACVR1	-0.393486353237594	0.182902490503872	0.332619516320343
ACVR1B	0.638323993112243	0.0158420582952694	0.0500735264538705
ACVR1C	1.85403379338995	1.04077038396433e-05	9.2611389744047e-05
ACVR2A	-0.827500573112054	1.7712713500373e-06	1.9057070287193e-05
ACVR2B	0.569454489439334	0.00793271300306242	0.0285251811134394
ACVRL1	-0.0901478676085575	0.728066769419134	0.819151069816336
ACY1	-0.162084087919848	0.736437526790939	0.825880899980754
ACY3	0.124085859657347	0.164725674410418	0.308554511147262
ADA	-3.57041208385601	0	0
ADAD1	0.00851419189675924	0.234697373969095	0.363714829115687
ADAD2	-0.25768692733368	0.514006983266882	0.647371735440322
ADAL	-0.289929693663109	0.425051489852013	0.564877674950215
ADAM10	0.411541864375473	0.0456158397422612	0.115831067162446
ADAM11	0.612137299248247	0.0087327770632708	0.0308426952030269
ADAM12	0.464954888950821	0.384499546943235	0.525126974244153
ADAM15	-0.853321317307457	5.06670261302133e-11	1.27910520460937e-09
ADAM17	-0.822158429284969	0.000103691116161153	0.0006978831437686
ADAM18	-0.868941449163451	0.00820836949045156	0.0293364340139919
ADAM19	1.1238111509948	0.00510638299091415	0.0199939439734283
ADAM2	0.0292973324110769	0.635506163254434	0.745251044554011
ADAM20	1.48531426821934	0.00290242963130805	0.0123782517746485
ADAM22	0.0895673405046113	0.458227091638468	0.596385346821605
ADAM23	-0.236095603883433	0.245834573532543	0.376296763294123
ADAM28	-2.34463295825281	3.1058011273899e-08	4.96081812776578e-07
ADAM33	-0.609279860082342	0.207981127970823	0.363714829115687
ADAM7	0.00851419189675924	0.234697373969095	0.363714829115687
ADAM8	-3.00726800145706	9.41025035672283e-13	3.04219628438802e-11
ADAM9	-0.586751853989255	0.0052337039512238	0.020368234112716
ADAMDEC1	-0.0761296446467299	0.179026762191862	0.327317276526604
ADAMTS12	-3.81580179023635	3.30830918215952e-11	8.64327831098691e-10
ADAMTS13	1.73592408593997	9.32069215142661e-08	1.33957623553712e-06
ADAMTS14	-0.663095497660413	0.182934149647234	0.332629019172537
ADAMTS15	-2.55689773143056	3.19515991442643e-09	6.17105312412359e-08
ADAMTS16	-2.97130486068679	9.83657599817889e-14	3.69378498694846e-12
ADAMTS17	1.02551391421105	0.0148876156773037	0.0476106078702668
ADAMTS18	0.348963659463164	0.246034709790846	0.376395134213616
ADAMTS2	-0.154882513115851	0.796929885579235	0.870323268647484
ADAMTS20	1.14357336125363	0.00181685483088856	0.00832246686211643
ADAMTS3	0.391682387032726	0.192827242515133	0.345265514191328
ADAMTS4	0.194853503573647	0.757587876623509	0.841202715160326
ADAMTS5	0.471920766930101	0.534493911464539	0.663002615058286
ADAMTS6	-1.52672776684961	0.0105445581695669	0.0359967558075288
ADAMTS8	-0.315192148739383	0.289966814332887	0.425154575539277
ADAMTS9	2.65127338624194	8.48696989796949e-07	9.74615578196593e-06
ADAMTSL1	-0.559911337581564	0.217850987227584	0.363714829115687
ADAMTSL2	0.916758266700365	0.00779657593943828	0.0281106285743695
ADAMTSL3	-1.09255561472126	0.00172026198842823	0.00796389143750033
ADAMTSL4	-3.81459980449031	5.67522917549468e-10	1.22216876221795e-08
ADAMTSL5	0.32201164270709	0.300205239338938	0.436348142281724
ADAP1	0.0845527751502341	0.805591118151306	0.876745303355734
ADAP2	1.12002466783154	0.00247486425355015	0.0108113805204795
ADAR	-0.137062354166406	0.440456235854556	0.579096826182643
ADARB1	0.323838835129091	0.0204425523573299	0.0614050909824343
ADARB2	-0.412961677736757	0.249064339389252	0.380096246819313
ADAT1	0.863628949404754	0.00710414625703137	0.0260247270899565
ADAT2	1.26977101928514	0.000154215759993415	0.00099425282662421
ADCK1	0.113840435573674	0.743057428450763	0.830960569509844
ADCK2	-1.28697420024066	0.00259017213132329	0.0112566442625304
ADCK5	0.107702136291274	0.777485401611003	0.855894226614236
ADCY1	0.341908515742843	0.0147160675114746	0.0472013576307849
ADCY10	-4.97429125333219	0	0
ADCY2	-0.137644951168643	0.346959087591924	0.485959008813167
ADCY3	0.445027614197473	0.000151310729564758	0.000977265227543646
ADCY4	-0.0160974285203205	0.906272079512501	0.943942973337559
ADCY5	-0.80031600225596	1.43892536108581e-07	1.99417558810808e-06
ADCY6	0.829132283043204	0.000973596595604365	0.00487557789945856
ADCY7	2.49839579537024	3.56029374057876e-05	0.000273171997249529
ADCY8	0.217446950669558	0.223087669637798	0.363714829115687
ADCY9	0.0600674285146646	0.613714239456574	0.727979028782584
ADCYAP1R1	-0.336480072037938	0.373898437588482	0.514350155613357
ADD1	0.374808233495089	0.00866938257700967	0.0306670024982071
ADD2	-0.812871127361919	5.21382191909225e-06	5.01337612633971e-05
ADD3	0.245865053485758	0.124931693539877	0.252254462039054
ADGB	0.191249042331455	0.286980942851625	0.421666494886403
ADH1A	0.00851419189675924	0.234697373969095	0.363714829115687
ADH1B	-0.00276281164225061	0.976332925559991	0.986353560697976
ADH4	-0.34670087262725	0.0354841790276541	0.0949696679515197
ADH5	1.30198907552898	0.00597546434757912	0.0226469594798184
ADH6	0.00851419189675924	0.234697373969095	0.363714829115687
ADH7	0.00851419189675924	0.234697373969095	0.363714829115687
ADHFE1	2.22328443440213	3.91204882133067e-05	0.000296934575318298
ADI1	2.70797222330753	6.66133814775094e-16	3.18445033935569e-14
ADIPOQ	-0.402329812168285	0.188497455926025	0.339723823975768
ADIPOR1	-0.372171279243573	0.170710297982525	0.316902441077172
ADIPOR2	0.778920049369662	0.109493228655735	0.227158851263152
ADK	-0.725180242827747	0.0252566686502813	0.0726714501390162
ADM	0.140905409575219	0.774350181950036	0.853627835707616
ADNP	-0.559366517281117	0.0400244798604192	0.10428488848054
ADNP2	-0.450752524769251	2.16773971219997e-05	0.000175760772733152
ADO	-0.462561901550436	0.164942890061556	0.308875552287796
ADORA1	-0.334922847969153	0.257831891638804	0.390148359095603
ADORA2A	0.0311153883668436	0.856492725192876	0.912083225292364
ADPGK	-0.707985014772679	0.0027486928242717	0.0118273628994596
ADPRHL2	1.36263202766487	0.00147120185367822	0.00699093133219459
ADRA1A	-1.06633037208734	0.00392798334987332	0.0160318327398251
ADRA2A	0.371689467239143	0.239548397666943	0.369153172033386
ADRA2B	-0.541401761025128	0.199385239706883	0.353858927921075
ADRB1	-1.07371550253845	2.60824335462928e-08	4.25172051556921e-07
ADRB2	-0.846776773900208	0.0384123657078068	0.100824980939825
ADRB3	0.396464663192496	0.0596524510771834	0.142761351495031
ADRM1	0.39647563751007	0.247216563519384	0.377902992720809
ADSL	0.844747962283558	0.000245932903689239	0.0015008698391284
ADSSL1	1.18770106881386	0.0439871166750991	0.112435185970124
ADTRP	1.33672930678664	0.00404503809907286	0.0164349483464742
AEBP2	-0.374194878303676	0.0132397553185062	0.0432691251997047
AEN	1.56922093534083	8.73641923249124e-08	1.26233298685117e-06
AFAP1	-0.227563110817077	0.584089214222405	0.704176953758919
AFAP1L1	-4.20964526983226	0	0
AFAP1L2	1.45307516752606	0.00384918377884125	0.0157470317150348
AFF1	0.0282018417582781	0.917404509589448	0.949887111657093
AFF4	0.270725802709813	0.10548905150967	0.220976316696439
AFM	-0.703494111915421	0.0116967162387669	0.03917334934745
AFMID	2.83997361464617	2.12520445685982e-10	4.88072934973207e-09
AFP	-0.144612515290592	0.63672253306606	0.746340011152383
AFTPH	-0.424625224508137	0.0361985270569916	0.0964030705759192
AGA	-0.457607874605132	0.339666067539546	0.477679768047217
AGAP2	0.524109138699994	0.000509377040587733	0.00279029332960716
AGBL1	-1.67514576101797	0.000821531095192896	0.00421265146226528
AGBL2	-0.975202415233009	0.0341952859276318	0.0923265871400769
AGBL3	0.366640595083581	0.406751327926738	0.54749239935887
AGBL4	0.330619508499433	0.171905396865347	0.318536948420135
AGER	0.241142823801171	0.529971073597254	0.658518628474843
AGFG1	0.744916193844763	0.00356045852875853	0.01474609567625
AGFG2	0.0681709325913039	0.85172551977638	0.908898261070638
AGGF1	-0.0486911273373079	0.895265925453825	0.936685117626888
AGK	-0.624080530664359	0.00227363455145246	0.0100825221671482
AGL	0.573511663038817	2.40812156659942e-06	2.51853272609207e-05
AGMAT	-0.12985616269167	0.67849725508817	0.779588251664836
AGMO	0.0624083552338136	0.123339147873257	0.249847490981124
AGO1	0.206154949742801	0.348481664281835	0.487784204742644
AGO2	-0.0499910691027724	0.694197605981025	0.793360285370482
AGO3	0.414966216473258	0.00138163057901641	0.00663783386875277
AGO4	0.0254793276406086	0.917751335498937	0.950081533473164
AGPAT1	0.381453662798724	0.0868089041297471	0.190639060854267
AGPAT2	0.0356842823269881	0.953013792202797	0.971661901660041
AGPAT3	0.393606430624646	0.0525725873841234	0.129024403882281
AGPAT4	0.683015053702679	0.000125939046658585	0.000830212365772317
AGPAT5	-0.86155983149276	0.00320163333405654	0.0135042699790912
AGPS	-0.730372892385452	0.131484055224113	0.262403634119358
AGR2	0.00727161314725877	0.772725743037653	0.852604259833094
AGR3	0.00851419189675924	0.234697373969095	0.363714829115687
AGRN	-1.531335866286	0	0
AGT	-0.0401400508454173	0.866819988298493	0.918246130932892
AGTPBP1	-0.0671015849737215	0.720685498985641	0.813635880348737
AGTR1	0.00851419189675924	0.234697373969095	0.363714829115687
AGTRAP	-0.832731895872037	0.187901217792289	0.339057196768551
AGXT	-0.0651531520174872	0.755127532432721	0.839070169668114
AGXT2	0.0482580264105792	0.393543122582434	0.534921842663218
AHCTF1	-1.60303436867198	0	0
AHCYL1	-0.442557231020201	0.00664194097463078	0.0245989028239004
AHCYL2	-0.641167412188879	0.00688255304261554	0.0253854165711354
AHDC1	-0.0146093403281612	0.944626476272038	0.966746134453299
AHI1	-0.0414429101304896	0.905538412854873	0.943397476328945
AHNAK	-0.691070327438732	0.0607305047963218	0.144775939020197
AHR	0.0107927309967207	0.9671898495352	0.980193738301958
AHRR	3.50307100364779	3.18846060665123e-10	7.14013910934639e-09
AHSA1	-0.355816724537115	0.271039304185661	0.404795244651027
AHSG	0.35740568754434	0.0916354588746759	0.199183750578766
AHSP	0.00851419189675924	0.234697373969095	0.363714829115687
AICDA	0.137058719666357	0.553953650569016	0.678957101856615
AIDA	0.308719335830869	0.33872122296081	0.476599604084613
AIF1	-0.0437057640412095	0.51307970542561	0.646613771042595
AIF1L	-0.0757409883305568	0.918085612087747	0.950081533473164
AIFM2	4.31531372462006	0	0
AIFM3	1.20225002854587	1.43618816839108e-08	2.4476931350291e-07
AIG1	-0.555394685356693	0.0310511816220884	0.0856209816828337
AIM2	-0.747501534778376	0.0791306787069312	0.178447755043182
AIMP1	-0.746134860072184	0.0867044598078381	0.190554981478164
AIMP2	-0.196593579749638	0.708265500377937	0.804052817734314
AIP	0.178849730296508	0.710624093987212	0.805971237249535
AIPL1	-0.000443548103765157	0.998158651338692	0.998751338135301
AIRE	-1.82942395574597	1.28785870856518e-14	5.45962995288277e-13
AJUBA	-0.736621355335156	0.134277918658791	0.266466367495293
AK1	-0.472598849265956	0.204683654192252	0.36036833513984
AK2	-0.360458146148413	0.00839740064930572	0.0298694876393906
AK3	-0.420012712447651	0.288225913325441	0.423080742327991
AK5	0.449253090931685	0.0645287332536144	0.151842362438658
AK7	-0.717865867005062	0.00364481883272072	0.0150446425853974
AK8	-2.04200524593478	5.94714158519416e-06	5.64999405990151e-05
AK9	0.504585074483729	0.373902600092987	0.514350155613357
AKAP1	-0.660290607775555	5.06641524511409e-07	6.15873254457917e-06
AKAP10	-0.30789354732032	0.386640394851209	0.527667459302404
AKAP11	0.194708590294432	0.287576060254844	0.422365929577684
AKAP12	-0.627312055467736	0.000926838338341174	0.00468317377780261
AKAP13	-1.296146199092	1.82853732155763e-12	5.62797069221882e-11
AKAP2	-0.419504465340399	0.243449912856759	0.373798209023004
AKAP3	-0.753617215937556	0.193498178807865	0.346123567077746
AKAP5	-0.407191180368189	0.129878487922918	0.259891924549333
AKAP6	0.206919876144004	0.0935165951454284	0.201925751282287
AKAP7	0.0300537677124711	0.922470298795801	0.952790537700444
AKAP8	-0.775269167518654	0.0223249769876721	0.0658994996213724
AKAP9	-0.54591533570002	0.05761174496023	0.139087380696429
AKIRIN1	-0.207118319831781	0.36243036212763	0.503184728305106
AKIRIN2	-0.538907409882563	0.171465455845761	0.317866585568854
AKNA	-0.0914382721110837	0.720609120210062	0.813635880348737
AKNAD1	-0.418918251343163	0.299398783842313	0.435968352233551
AKR1B1	1.79452179114416	7.29828847978453e-06	6.79007777750002e-05
AKR1B10	-0.417616922477886	0.287607387240303	0.422365929577684
AKR1C3	0.106779746957894	0.483446474130703	0.619166057168536
AKR1C4	-0.544862285541656	0.00338943610650144	0.0141376819776442
AKR1D1	0.0369052174587234	0.103460381398819	0.217555670197704
AKR1E2	-2.41221167871972	1.52209134185455e-10	3.58103200341032e-09
AKR7A2	0.639911369541368	0.189021636662353	0.34039549610542
AKR7A3	2.14471217194422	1.34368321824674e-06	1.48233989076794e-05
AKT1	0.801118784186385	0.000368488403353462	0.00212108973766354
AKT2	1.03718522181805	8.7254137248749e-10	1.83792660039123e-08
AKT3	-0.452002767948353	0.000513866386433026	0.00281031754787165
AKTIP	-0.723562693962866	7.98756792219635e-06	7.37032191369808e-05
AL358113.1	0.00851419189675924	0.234697373969095	0.363714829115687
AL359736.1	0.0578364982337508	0.155309378470072	0.295140362440801
AL645922.1	0.00851419189675924	0.234697373969095	0.363714829115687
ALAD	1.33435326112341	0.00652408524308035	0.0242596497004763
ALAS1	0.658788018797263	0.0106294158269842	0.0362222332567173
ALB	0.480543193763988	0.0641662742333311	0.151175383247035
ALCAM	-0.612226988544042	0.0303504913877763	0.0842055925907827
ALDH16A1	-1.44372677609087	0.00726749280970762	0.026486366739029
ALDH18A1	0.139634238358675	0.6611043622286	0.766719537784219
ALDH1A1	-1.52162831668038	2.52060356034089e-05	0.000200001510282258
ALDH1A2	0.256342536627449	0.601067551112312	0.718159324341494
ALDH1A3	-0.463147638769919	0.101495678384014	0.214777280903018
ALDH1B1	3.2909667350765	2.26574314865502e-12	6.86392885101535e-11
ALDH1L1	0.269336552539975	0.525451384123843	0.655404340245516
ALDH1L2	1.41161130952487	3.92329822034299e-05	0.000297301761149206
ALDH2	-0.249735143734335	0.743539229136257	0.830960569509844
ALDH3A1	0.500043623618564	0.0533712456807396	0.130499605643532
ALDH3A2	0.0818381052992532	0.833189494871012	0.897468336662313
ALDH3B1	-0.621245507218829	0.0929168603286818	0.201061347366125
ALDH4A1	-0.158809269014495	0.664274424828789	0.76894071106963
ALDH5A1	-1.21978903808727	4.42343790840738e-06	4.33060032267537e-05
ALDH6A1	-0.864127051117435	6.37143300341592e-08	9.44920663575907e-07
ALDH7A1	0.059185058189707	0.931358528551495	0.958958552157848
ALDH8A1	-0.0236305912001237	0.952387042690231	0.97132224285168
ALDOB	0.100989807327864	0.410426005661161	0.55115814328056
ALDOC	-1.60261401614607	8.76330830124061e-09	1.54833760431225e-07
ALG1	2.59158642273253	2.60632826432072e-09	5.09955171717092e-08
ALG10	2.54681932654184	1.79533065969295e-07	2.4379352431803e-06
ALG10B	-0.262814328729294	0.515758341767206	0.648655490751349
ALG11	-0.396029727744666	0.0167229026797755	0.0522702181836433
ALG12	-0.475655239799243	0.0924680985807886	0.200508675722633
ALG2	2.14907588926305	4.60438380622818e-06	4.47202435819612e-05
ALG3	0.0584976602882021	0.901799050642113	0.940956114683152
ALG5	-0.631811075408965	0.234908658817937	0.363916758161872
