Estimate_HsapVsRheMac	Pval_HsapVsRheMac	FDR_HsapVsRheMac
ABCF1	0.753844796550635	1.98841076937128e-08	1.94809342891674e-07
ABCF2	0.911168256897927	9.28912611115607e-05	0.000473984515914061
ABCF3	-0.467116744903582	0.195061135686732	0.314999900598087
ABCG4	-0.614123612680691	0.259625340204801	0.393834726150661
ABCG5	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ABCG8	0.0381215983283748	0.484231571446863	0.620209684125928
ABHD1	-1.43968265523379	0.00966673723166966	0.0291929401030777
ABHD10	0.335590155052459	0.541505673418577	0.670589563049406
ABHD11	-0.912294870080903	0.121529872620182	0.215713523738338
ABHD12	-0.5404856013458	0.0785740978001266	0.150998918381113
ABHD12B	2.00979598985129	0.00239404446306835	0.00862880305446147
ABHD13	0.592501240094481	0.0875655213290849	0.16532171461914
ABHD14B	-1.56590789981416	2.8260474639108e-05	0.00015973981493074
ABHD15	0.0983833675463294	0.866381997685537	0.921693158996111
ABHD16A	-2.16479834523157	0.000702283628534639	0.00292839022464444
ABHD16B	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ABHD17A	-0.595059045178405	0.243155350653523	0.374788666859185
ABHD17B	-0.956937903822692	0.010469440621957	0.0313015145319588
ABHD17C	0.0427703963018139	0.937873840390089	0.965003605731857
ABHD2	-1.0495168592153	0.000576070360598369	0.00245216436098093
ABHD3	-3.38400008303189	1.41100363069135e-05	8.51465530230535e-05
ABHD4	-2.23667636603302	6.49049303447224e-05	0.000342191382861636
ABHD5	0.160688455012214	0.807482266951698	0.880931329673532
ABHD6	-1.10837430863092	0.000165477645300394	0.00079728525242838
ABI1	0.692440270369683	0.0110535941603391	0.0328657924295394
ABI2	0.282408956085311	0.065421057679024	0.129869132465163
ABI3	-0.896098224361243	0.20784477770879	0.33117740512865
ABL1	0.597906313198842	0.00403347909222318	0.0136244880085845
ABL2	-0.392491256422706	0.0498802720094214	0.103563213762361
ABLIM1	2.49726508195199	5.41788836017076e-14	1.03600784373705e-12
ABLIM2	0.0291027990900105	0.94810263720768	0.9710333045397
ABLIM3	0.382637612118265	0.250303784680913	0.383632490701096
ABR	1.75930410298195	5.97966496762581e-07	4.59065281483847e-06
ABRA	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ABTB1	0.822196143485801	0.0662897517961558	0.131361479342052
ACAA1	2.18933669414471	6.26267038228434e-10	7.5923614589546e-09
ACAA2	-0.66561229154295	0.318065531866822	0.458985381620277
ACACA	0.236784187298587	0.317437287682742	0.458324095025281
ACACB	-0.953147267239627	1.7147155473296e-07	1.45019324300818e-06
ACAD8	1.08377455644017	0.000997524964182261	0.00397859916518979
ACAD9	4.27209966820801	0	0
ACADL	-2.83951650023794	2.36328396301388e-05	0.000136218929288483
ACADM	1.4448727295763	0.0200261794039527	0.0543423761160801
ACADS	-0.310538857864538	0.596963434120683	0.720471267267764
ACADSB	-1.70803692681336	5.18042053698764e-10	6.34307441045689e-09
ACADVL	1.21934356639934	1.9690738417566e-06	1.37468070744281e-05
ACAN	-1.22367988452607	0.0435702377949823	0.0923393138994114
ACAP1	1.00582791514375	0.0376232554361891	0.0817667429526462
ACAP2	-0.0596286455416861	0.724897470365826	0.820165589942489
ACAP3	1.00299702235743	1.55704448132621e-05	9.29195070949917e-05
ACAT1	0.443847663355779	0.25813677310964	0.392201556990191
ACAT2	-0.592991477503845	0.324505692275075	0.465640176698538
ACBD3	-0.427699121111267	0.0884019852241615	0.166701239726804
ACBD4	2.4278567233089	6.76482173560533e-05	0.000355680818321745
ACBD5	-0.39726373268838	0.371797062733441	0.513492081007019
ACBD6	2.13324244628557	3.64264174379514e-12	5.75691129520542e-11
ACBD7	0.8627863623976	0.113832322576954	0.204800952977434
ACCSL	-0.50821771960767	0.0347140091830276	0.0763923535416903
ACD	-0.805597519743519	0.0507770378827004	0.105182121649767
ACE	-0.498413689745826	0.152942748375285	0.261185694793934
ACER1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACER2	-1.60347735883286	7.54842433003944e-09	7.83374198562445e-08
ACER3	-0.201043886154664	0.363227982853453	0.504812003798701
ACHE	0.268114458334894	0.562007712220813	0.689271709253387
ACIN1	0.186554451270577	0.27080387539843	0.406900027223165
ACKR2	0.0883178913043908	0.80195308031328	0.877585052022519
ACKR3	-0.0207005112349673	0.940567845096506	0.966816250075943
ACKR4	-0.333672135944796	0.00330105278193948	0.0114694568436408
ACLY	-0.659067940223928	0.0289685107644437	0.0697253385769606
ACMSD	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACO1	0.0818553761835682	0.814571290536025	0.886471756384667
ACO2	0.929902621668814	0.00576110312918154	0.0186650880279972
ACOT1	-0.0320547299214536	0.598848907526432	0.721906654955185
ACOT11	5.28399925551268	0	0
ACOT12	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACOT13	-0.0663233769775354	0.84922417812018	0.9103776846231
ACOT2	1.66201921721112	0.0599031858981698	0.120879208267313
ACOT6	-0.260665972158515	0.11599195362313	0.207854250537473
ACOT8	-0.19716949688017	0.570888321328571	0.697304109797088
ACOX1	0.705482882586655	0.00472042175560761	0.0156200308510913
ACOX2	0.144690790778131	0.765713247879333	0.851289372956311
ACOX3	0.217749875454107	0.572274833441469	0.698428121457944
ACP2	-0.605671894608475	0.213977565898334	0.338644492645207
ACP5	-0.0552002343600247	0.452138759758094	0.591841453624404
ACP6	-0.774821299168809	0.00855546834017162	0.0262324017764856
ACPP	0.315729219434214	0.41800413332315	0.559447241230272
ACR	-0.0681783855745479	0.127068756952018	0.223601868224795
ACRBP	1.62619596459282	0.00272740979102748	0.00967584510337933
ACRV1	0.559217570760815	0.185367889225373	0.302619406944498
ACSBG1	3.71088045532755	2.22044604925031e-16	5.41298972693372e-15
ACSBG2	0.0427239973781644	0.865984080976409	0.921487993972924
ACSF2	-0.098585799542265	0.852268293721177	0.912221426570479
ACSF3	0.655824619723222	0.00310315506654502	0.0108433471882046
ACSL1	-0.0769016732249827	0.807947676540453	0.881296433970535
ACSL3	-0.374426351819229	0.0189340181929285	0.0518876972202416
ACSL5	0.506259558785077	0.331603576710771	0.472752518785734
ACSL6	1.04250591430766	0.000622105352656943	0.00262650927923641
ACSM1	0.378989180309081	0.337759605863936	0.478594883533383
ACSM2A	-0.00447186110827059	0.995189147492259	0.997458425476148
ACSM2B	1.29337182961537	0.0827126209667355	0.157594103933016
ACSM3	-0.518619382188734	0.055876506810745	0.11404560004779
ACSM4	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACSM5	-5.28732856318901	0	0
ACSS1	1.26949156641043	3.33288951992472e-12	5.29218888316904e-11
ACSS2	0.170488119414184	0.44649948034907	0.586729651485116
ACSS3	2.57767469580111	0.000663813158185311	0.00277915067872552
ACTA1	-0.338902788580742	0.317139829422466	0.458026947300085
ACTA2	0.352224018401317	0.551880018924597	0.680561153962907
ACTB	0.991478595216961	6.25675730647757e-05	0.000330773902935781
ACTC1	-0.217047498377497	0.522527952593686	0.6537539980432
ACTG1	0.180907593231263	0.624319848689674	0.74212643331148
ACTG2	0.0272285480961043	0.861917549658338	0.919192349255917
ACTL10	0.111049628526205	0.294116911702653	0.43271746007459
ACTL6A	0.111740394405599	0.832976706748791	0.89899599581142
ACTL6B	0.583095705767141	0.260226861532289	0.394480863636207
ACTL7A	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACTL7B	-1.36784430676061	4.99547758270324e-07	3.87257235724108e-06
ACTL8	0.154083205436168	0.30026941734358	0.439249886427558
ACTL9	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ACTN1	0.179212995943052	0.699932866713103	0.803046380949731
ACTN2	5.91886713133385	0	0
ACTN4	0.317464563202444	0.111688499423911	0.20156260518524
ACTR10	0.186004617777773	0.69413236598541	0.798702494524523
ACTR1A	0.664902711322843	0.0639578444029656	0.127452431692
ACTR1B	0.233445149977444	0.518483227364757	0.650262572155949
ACTR2	0.788621082249688	0.00662213502152698	0.02097579939502
ACTR3B	0.159916710069622	0.748495925477356	0.837453197058697
ACTR5	-0.151734462363103	0.828258775575863	0.895840545052809
ACTR6	1.02872785816985	0.0790201603783507	0.151796254567114
ACTR8	-0.594646861561968	0.176328691503036	0.291202632629233
ACTRT2	-0.0267816106404222	0.350992942301646	0.492786487728441
ACTRT3	-0.636363914384056	0.04654797563722	0.0975537870852947
ACVR1	-1.306578953591	0.0323963090194002	0.0721398483466359
ACVR1B	0.195272506430417	0.638155147365119	0.753250745985114
ACVR1C	-1.4159771139557	0.00642732936884993	0.0204403933053706
ACVR2A	-0.502346465779672	0.198092363311918	0.318863659678563
ACVR2B	-0.431550742525948	0.0136510757037434	0.0393058845711585
ACVRL1	0.514550634760836	0.261728588601977	0.396089257178183
ACY1	-1.15061472460745	0.0411281061927891	0.0880076189817443
ACY3	0.381932595906022	0.237426423191394	0.367854205540171
ADA	-1.59925510169652	0.00136279782659221	0.00524461247510408
ADAD1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ADAD2	-0.0157097860890084	0.708619701784272	0.808980229215105
ADAL	-0.504893283121253	0.191407134482424	0.310389720556346
ADAM10	0.458040981437766	0.000649088414596655	0.00272766861508027
ADAM11	-0.568668279553218	0.287880761189251	0.426474784790362
ADAM12	1.32608006908516	0.000642388239663783	0.00270288260265526
ADAM15	-0.0834876762934766	0.818943788372153	0.889046642860766
ADAM17	-0.767052713021993	0.029118268601424	0.0697253385769606
ADAM18	-0.0268347052498013	0.0260693727401917	0.0677639678691777
ADAM19	2.7709568281325	5.82240740065743e-08	5.31068160813686e-07
ADAM2	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ADAM20	2.81552005771984	2.7275903002888e-07	2.21110311714932e-06
ADAM22	0.189439691618428	0.480828331018201	0.616985642220403
ADAM23	-0.0677317562100145	0.84331442769771	0.906390704996774
ADAM28	0.668837025871268	0.333284681281543	0.474446756954222
ADAM33	3.31541612193905	9.19321863079858e-09	9.41030982245981e-08
ADAM7	0.0999855946061542	0.707286884861525	0.808113780389712
ADAM8	-0.716668884681772	0.0192451826755295	0.0525403620187958
ADAM9	-0.854154695040079	0.0096158560323143	0.0290783658976288
ADAMDEC1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ADAMTS12	0.36855629390908	0.354766620434701	0.496275688500592
ADAMTS13	2.19445515078105	0.000171987586657485	0.000826877551972024
ADAMTS14	4.51688173401596	3.29714033853179e-12	5.24159774808338e-11
ADAMTS15	-1.23395846166417	1.41953115928573e-11	2.11689154406315e-10
ADAMTS16	-0.720802516045523	0.0400082622900824	0.086144606921035
ADAMTS17	0.880449957794667	0.0098462766116203	0.0296554189010843
ADAMTS18	2.67088491502206	0.00481282751830991	0.0158790327396808
ADAMTS2	1.73499612077235	0.00843297531066156	0.0259211986585545
ADAMTS20	0.25601225999364	0.474020295376074	0.611041078787995
ADAMTS3	-0.211707804293286	0.607498965959534	0.729074473435456
ADAMTS4	-0.280697414377261	0.242046376189448	0.373472267072215
ADAMTS5	0.112874784613182	0.863334849121046	0.91990334342403
ADAMTS6	-0.798397495100718	0.113250588064906	0.203863156323007
ADAMTS8	-0.110751919297842	0.863518881678995	0.919976558909045
ADAMTS9	3.41908878314521	6.66133814775094e-16	1.55905381197622e-14
ADAMTSL1	0.0275354713651895	0.949803306781355	0.971719869636122
ADAMTSL2	3.13219351432372	3.3751673013338e-05	0.000188330423796693
ADAMTSL3	1.62927749767233	2.59780363003337e-05	0.000148331176351037
ADAMTSL4	0.191749464771914	0.627421416252324	0.744434792509908
ADAMTSL5	-0.458510955579185	0.1628058585924	0.273562867710356
ADAP1	-0.106142738821639	0.775933004427497	0.858320573782481
ADAP2	2.33604515016385	0.000561264751189228	0.00239216253897628
ADAR	0.638365956819551	2.39870588587543e-05	0.000137994261776842
ADARB1	-1.9307481795826	0.000318314523168661	0.00143710585627486
ADARB2	2.14774747671216	2.49347569962755e-05	0.000142797561200845
ADAT1	0.52823992126212	0.0584722623298004	0.118446967463267
ADAT2	0.837998357542112	0.131540248699337	0.230567428515896
ADCK1	1.46503438733719	2.03228212036777e-09	2.29457246772847e-08
ADCK2	-0.197852464194033	0.669025068962886	0.778034200657195
ADCK5	0.131060682333297	0.805087510333395	0.879774580558529
ADCY1	0.988015319545214	0.0257527446330796	0.0671186511597141
ADCY10	-4.59840469908909	0	0
ADCY2	2.5049871168893	4.63348692747445e-10	5.72539296693704e-09
ADCY3	4.06672071095944	0	0
ADCY4	-0.119385174618454	0.745664691500806	0.835603134341011
ADCY5	-0.12864557805441	0.538700823591377	0.668098049938854
ADCY6	0.330543957395223	0.134660357635487	0.234926589273334
ADCY7	-0.304895656148269	0.721188845225532	0.817269677258315
ADCY8	-0.56120120175373	0.472869525742712	0.610024313544259
ADCY9	-0.0543103679378087	0.900344154868217	0.942941233046801
ADCYAP1R1	-0.192148673901421	0.621572540774164	0.739969924247307
ADD1	1.15396485352625	1.60316204755873e-13	2.94444517208981e-12
ADD2	-0.803576106712043	0.0241236955600166	0.0635551182029673
ADD3	0.227518780412871	0.17235552076583	0.28572611601625
ADGB	-0.0910456445106972	0.788921173824153	0.868199701577421
ADH1A	-0.0106734949334268	0.806599144376581	0.880242226188371
ADH1B	0.652187323052683	0.0873877618062802	0.165042647367675
ADH4	0.235496484984536	0.48113333613037	0.617259088729874
ADH5	0.591766057602008	0.254553598909786	0.388413929474004
ADH6	0.112308150868051	0.36865147115706	0.510350224139282
ADH7	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ADHFE1	3.24997576419763	3.67550434532404e-12	5.78848996253661e-11
ADI1	2.89368961910661	0	0
ADIPOQ	-0.0046064435144084	0.985953378606738	0.991691225620939
ADIPOR1	-1.1067027995557	0.00783993880702716	0.0243581966023354
ADIPOR2	-0.338308674868648	0.16756500348814	0.279564812275879
ADK	-2.09057484455053	1.40573527040999e-07	1.20754373293641e-06
ADM	0.621991989867328	0.0621641673955737	0.124552289211136
ADNP	-1.93337744018424	5.48840011216356e-08	5.03454945273892e-07
ADNP2	-1.99191169029195	1.26565424807268e-14	2.56962122263069e-13
ADO	1.2283881198774	0.00239777853988454	0.00863597448468702
ADORA1	-1.06672213411202	0.00138065037334179	0.00530877001797507
ADORA2A	0.30127107754039	0.431265081590872	0.572522868883885
ADPGK	0.247180093343714	0.363626912470649	0.505158121085822
ADPRHL2	-0.691441935992908	0.238563186299562	0.369231854739444
ADRA1A	-0.305641508135308	0.502458698781735	0.635963357269417
ADRA2A	-0.934881896749713	0.000111027466613844	0.000557660684583173
ADRA2B	1.21917149104622	0.00310880641782618	0.0108574661447448
ADRB1	-0.200484003713345	0.710460020355574	0.810314804682626
ADRB2	0.0252760683809717	0.94782342235333	0.970869049217023
ADRB3	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ADRM1	0.691696500716556	0.215450027095641	0.34042215368921
ADSL	2.10599028444843	2.2800136102008e-05	0.000132031200511671
ADSSL1	0.260233854071031	0.518594589068166	0.650281244091521
ADTRP	0.146999345968272	0.719390616853651	0.816270087181556
AEBP2	0.287544141050403	0.153410200622394	0.261655227048393
AEN	-0.108105962137667	0.885518507883956	0.934163471694469
AFAP1	0.724155507965846	0.036756408916792	0.080206077793343
AFAP1L1	-3.70541927182015	3.84476841475134e-08	3.62456804190649e-07
AFAP1L2	0.219732494551512	0.639754551110098	0.754750249716919
AFF1	0.742362683692622	0.000455492210701625	0.00199107992622198
AFF4	-0.267621355274441	0.0548848087233973	0.112208387382487
AFM	-0.0358905359888172	0.75677056620405	0.844678258237854
AFMID	1.42514282156575	4.82333392781698e-07	3.74774436201156e-06
AFP	-0.0305594378173951	0.921394344088944	0.956074288228376
AFTPH	-1.81133069063234	5.03375119365046e-13	8.66666664643702e-12
AGA	0.176012807275264	0.758682609872435	0.845831976818582
AGAP2	0.0251693757272281	0.96149690551476	0.977153394892158
AGBL1	0.700349917859786	0.101196922911003	0.18624378399498
AGBL2	-1.06039715855704	0.00220722624991865	0.00803988572687201
AGBL3	2.14412286418935	4.0837440516972e-05	0.000223792494150122
AGBL4	0.294530681927843	0.635299190151101	0.751005645600403
AGER	0.503441602310309	0.168199892061916	0.280457977104105
AGFG1	0.0629699646537418	0.793052825791678	0.871110987085277
AGFG2	2.18158710066502	0.000202455168482274	0.000956976902633077
AGGF1	0.250149170046727	0.344178409783191	0.485088253244872
AGK	-0.179710082196893	0.489296819335398	0.624109227122764
AGL	-0.864321373513887	0.00103933773457476	0.00412461348242637
AGMAT	-0.330845386848959	0.454545844641116	0.593945190618095
AGMO	1.39231858614904	0.00622952897405527	0.0199383381052324
AGO1	-0.743823717760289	3.696475824988e-06	2.45478771412134e-05
AGO2	-0.51561838955519	0.0395136235442715	0.0852198513792748
AGO3	0.408802758339048	0.000128484696884756	0.000636802278935074
AGO4	-0.335543205412084	0.123407884318031	0.218242383378115
AGPAT1	-1.2154184371613	0.0651978592773155	0.129464183372734
AGPAT2	-0.466095412442482	0.0198228293587646	0.0538556151925645
AGPAT3	-0.262759767846754	0.272098963555185	0.408481751412856
AGPAT4	1.06499067823481	1.82624022571076e-07	1.53297288186842e-06
AGPAT5	-1.44623690310331	0.00398078750264719	0.0134802804127573
AGPS	-1.62166055560005	1.09132855625749e-05	6.71177019475693e-05
AGR2	-0.0480365413259728	0.634594028646757	0.75042698256915
AGR3	-0.0175704087202202	0.0310947804706392	0.0697253385769606
AGRN	0.70440112344895	0.000157235089454755	0.000760834975211611
AGT	2.61878401898485	1.9930028965387e-05	0.000116765197949753
AGTPBP1	0.235341085946808	0.268391979756036	0.404124521480774
AGTR1	-0.463489922646963	0.0825311845518606	0.157369575522437
AGTRAP	-0.230247988500661	0.555854579430787	0.683681762860506
AGXT	-0.328155532966559	1.44260985932565e-05	8.68594172111169e-05
AGXT2	-0.00445822778928407	0.956442011679644	0.975485683645118
AHCTF1	-1.44859868105483	3.17967874252645e-13	5.62536077795263e-12
AHCYL1	0.255418309640923	0.294851759897505	0.43342019138352
AHCYL2	0.603704633424058	0.0212498091492801	0.0571283286841535
AHDC1	-1.29609851416655	9.08583711223265e-06	5.66818337800179e-05
AHI1	4.06424019679322	0	0
AHNAK	3.54811997302607	4.8079318304417e-12	7.49314786198666e-11
AHR	2.06695633445348	1.93983577756462e-06	1.3584896684337e-05
AHRR	0.516422648463814	0.177352800192374	0.292607159392166
AHSA1	0.347756968122447	0.253104541474844	0.386684306847503
AHSG	0.0473541427255003	0.865548593404188	0.921107065222363
AHSP	-0.0175704087202202	0.0310947804706392	0.0697253385769606
AICDA	0.166575535901875	0.722019293419787	0.817846380464652
AIDA	-2.59490175782455	3.35659477990191e-08	3.18439508992665e-07
AIF1	0.39506203451618	0.487860523906761	0.622854398152582
AIF1L	0.811760663177003	3.38971406499411e-09	3.71216371325634e-08
AIFM2	1.84043029089679	0.000131386931606414	0.000649514933988291
AIFM3	1.48123142424568	0.0276376700755336	0.0697253385769606
AIG1	-1.52861809346169	3.6010019945909e-06	2.39847370993478e-05
AIM2	-2.00693434946719	1.17620983397515e-07	1.0249828553212e-06
AIMP1	3.25632263320526	6.66133814775094e-16	1.55905381197622e-14
AIMP2	0.741043728763815	0.251079225323739	0.384461498931092
AIP	-0.11805228337706	0.776770703695068	0.858965290502274
AIPL1	-0.0137225243188652	0.86900344907488	0.923607339717633
AIRE	0.000463294397228788	0.998911420501601	0.99943037403756
AJUBA	-0.748953126131566	0.0681608807521321	0.134319081043633
AK1	2.61319997814814	1.13817953706352e-06	8.31191676010473e-06
AK2	1.41544703250838	2.1094237467878e-14	4.17579170784821e-13
AK3	1.82769224458276	4.41302305809188e-08	4.11709092360807e-07
AK5	4.42500584131707	0	0
AK7	1.71858508265184	0.0239110605668744	0.0631553698083923
AK8	-0.650999653385017	0.186036584780411	0.303516785601443
AK9	3.37315464172837	0	0
AKAP1	-0.742375202323869	0.00747297969294158	0.023336400102049
AKAP10	-2.28131589422195	0.000303102150716716	0.00137672509899328
AKAP11	-1.46264852327004	0	0
AKAP12	0.832855062841617	0.00587777109270338	0.0189868665148946
AKAP13	-1.18673299762255	6.74295212332865e-07	5.13279150618823e-06
AKAP2	-1.04326264912445	0.00638355032828075	0.0203203404900951
AKAP3	-0.522195242492456	0.215406188888353	0.340392783073952
AKAP5	-0.559507758730788	0.42769049794311	0.569168002063431
AKAP6	-1.07628789866603	2.8608226898541e-12	4.58582053292784e-11
AKAP7	0.0544402167699781	0.818041081452698	0.888567546455872
AKAP8	0.00334049481959775	0.992375024363717	0.995995213181006
AKAP9	0.0955013666257518	0.475843481932534	0.612657030334673
AKIRIN1	0.251212395832901	0.368888795344235	0.510387325576258
AKIRIN2	-1.26716999519766	0.0648243370813213	0.128836339111498
AKNA	-0.321499282655145	0.165194072352016	0.276814928154413
AKNAD1	-0.989384436539544	0.0812712553098927	0.155362704599073
AKR1B1	1.38826872307089	0.0237229188772687	0.0628281410438169
AKR1B10	-0.325820080389391	0.00043790330857596	0.0019204211135044
AKR1C3	1.31653099397871	0.00631721317521383	0.0201615413861405
AKR1C4	-0.00145846044271258	0.982899742722122	0.990065937253645
AKR1D1	0.0660651354423338	0.543373022148657	0.672284481606649
AKR1E2	0.748941820843989	0.0822326473899373	0.156866891108496
AKR7A2	-0.0241014229016057	0.962878539853766	0.977838832955744
AKR7A3	0.283745392590294	0.407941123806322	0.549450923172447
AKT1	1.83043819804413	0	0
AKT2	1.92358110359087	0	0
AKT3	-0.0794408244067023	0.508551136020404	0.641926766356841
AKTIP	-2.37057653542468	2.08567385584502e-09	2.35288445612106e-08
AL358113.1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
AL359736.1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
AL645922.1	-0.0175704087202202	0.0310947804706392	0.0697253385769606
ALAD	0.433287153049992	0.0256580939551139	0.0669045966361489
ALAS1	-0.270805813006368	0.526977895083629	0.657406262553171
ALB	0.207763019361002	0.655120123336019	0.768000993295161
ALCAM	1.24941336131735	1.11022302462516e-15	2.52393197217061e-14
ALDH16A1	0.144310733102551	0.776968316359151	0.85904288303434
ALDH18A1	-0.0262803147528816	0.957633656217222	0.975914311492745
ALDH1A1	0.304212516387908	0.377550320676316	0.518506032837061
ALDH1A2	0.792979876281675	0.0813449961880999	0.15545958230958
ALDH1A3	0.893002053833134	0.0307734610832517	0.0697253385769606
ALDH1B1	0.234388035789061	0.483369559438673	0.619503025565966
ALDH1L1	2.2468215026898	9.67115774108684e-06	6.01369361197379e-05
ALDH1L2	0.442732299025419	0.479239079654003	0.615550670999878
ALDH2	0.13366023423149	0.781239731250337	0.862092197396505
ALDH3A1	-0.310844228982549	0.164762721675219	0.276195753656258
ALDH3A2	0.147547801966824	0.726923576239219	0.821310986385744
ALDH3B1	-2.61529668337193	4.44089209850063e-16	1.0614834464519e-14
ALDH4A1	-0.508243968023076	0.321456272789872	0.462640334523355
ALDH5A1	-1.4920120725707	1.04921460852836e-07	9.20863420414767e-07
ALDH6A1	-1.03667955619294	4.45161469706523e-05	0.000242180055412173
ALDH7A1	2.68484041732202	0	0
ALDH8A1	-0.586554806100155	0.446129295805389	0.586357515526222
ALDOB	-0.0426514746962725	0.931502429990759	0.96182477471702
ALDOC	-1.83157959553661	3.33763019266797e-06	2.24523915306172e-05
ALG1	0.552099553733462	0.419557431153357	0.560727047623517
ALG10	1.20315452008149	0.0443429821418744	0.0937559194251268
ALG10B	-1.87000184543622	0.0014488106111108	0.0055408271910311
ALG11	-0.339133093384931	0.42275774334074	0.564332818890634
ALG12	1.46970817262701	5.7908361883463e-07	4.45583690953747e-06
ALG2	-0.551555727841554	0.224937004516597	0.351947047108663
ALG3	-2.56876159142587	7.90262043381951e-06	4.98512465862852e-05
ALG5	-0.51368653136398	0.257061395753871	0.391089569592363
ALG6	-0.367092511362354	0.518422508749244	0.650246914816575
ALG8	-0.152576757848149	0.635705927833546	0.751288823803282
ALG9	-1.51645954953754	1.46848755608886e-05	8.82393860025297e-05
ALK	-1.36736974935038	0.00563742294320924	0.0182863567606842
ALKBH1	0.0573361317107494	0.937075153280321	0.964697223472471
