Estimate_HsapVsPanTro	Pval_HsapVsPanTro	FDR_HsapVsPanTro
ALDH1L2	-0.471652243084635	0.267729454018818	0.400323313366746
ALDH3A2	-0.993385532169989	0.0206793346709573	0.0527626628796615
ALDH3B1	0.477508748130341	0.185038998741782	0.302819375389654
ALDH5A1	-0.523384463592688	0.220741180280806	0.346339622593347
ALDH6A1	-0.816830747755208	0.00544356565408211	0.017512066529728
ALDH7A1	1.00401187240065	0.0129221945543834	0.0359873933749723
ALDH8A1	-0.578592824671746	0.322854647084276	0.459917303930116
ALDOC	-0.944780354803228	0.0177376361882799	0.0466909921947759
ALG1	-1.36399569367873	0.00114904188857468	0.00475986667267098
ALG10B	-0.618210193769776	0.185974639022219	0.30373045387945
ALG11	-1.04131672932384	0.0295046244260182	0.0704977751772116
ALG12	1.22995067973562	0.000235279046130188	0.00117251785678591
ALG2	-0.883530130889547	0.0203721940492545	0.0521197248772805
ALG5	0.674861547821741	0.188864163544721	0.307056575569482
ALG8	-0.428292427088763	0.118565509633192	0.216093358926455
ALG9	-0.768450000879539	0.0245125593814708	0.0605011259954029
ALK	1.72046081760532	0.000481485022714834	0.00220074169995414
ALKBH4	-0.199396813999542	0.715476436377391	0.805270486677546
ALKBH6	-0.493862193159133	0.0526499217492389	0.112666488801841
ALKBH8	-2.57248270526658	4.24518447061928e-08	4.7972488188164e-07
ALMS1	-0.849770475924117	0.000287597562635966	0.00139017747668025
ALPK3	0.132022784271748	0.777817400272202	0.851476910810577
ALS2	-0.522142463355484	0.00255287555447659	0.00929659884000144
ALS2CR12	0.935890831946133	0.0158828580560135	0.0424586573002113
AMBRA1	-0.784269520540092	1.02855064465501e-08	1.31348697189052e-07
AMD1	0.672756355650217	0.0043340944132455	0.0145560878561244
AMDHD2	-0.192075454487499	0.552322901862586	0.678621995462563
AMER2	-0.415349645181109	0.0896913064180602	0.172935677960288
AMFR	-0.0879765217643847	0.794610240067479	0.864477394576218
AMIGO1	-1.18437719752861	0.00491559681004516	0.0161363056378382
AMMECR1L	-0.459163203390313	0.116720645568601	0.213503043914499
AMN1	0.123457600468028	0.787106069592716	0.85804208884224
AMOTL1	-0.728377400440532	0.0967051671561501	0.183368714246425
AMOTL2	0.783766801517001	0.00161069624027266	0.00632893117279693
AMPD2	0.426992121888407	0.262018712815349	0.393652915120039
AMPD3	2.25575158707803	0	0
AMPH	0.218511102158879	0.562210503119447	0.686530674137138
AMT	-0.823671541102017	0.016950263326589	0.0448840598070097
AMY2B	-0.86224616880816	0.00900964615733546	0.026563413774017
AMZ2	0.0334973556805627	0.923911411620087	0.956162939335778
ANAPC1	-1.42221941786426	6.59966154414882e-06	4.90594309476549e-05
ANAPC11	-1.83838599310703	0.00187856892066218	0.00723483496699241
ANAPC16	1.21497250332408	6.32498232746581e-05	0.000365572373055363
ANAPC2	-0.399960273960794	0.241223989567336	0.370585929918524
ANAPC4	-0.77489741575778	0.0203537451398268	0.0520901534384193
ANAPC5	-0.324115792957664	0.023245987111741	0.057942519803746
ANGEL1	-0.918815237274359	0.00257606425178558	0.00936750637012939
ANGEL2	0.277694220941079	0.270339269041113	0.40310944259385
ANGPTL2	0.27061712092998	0.590677633769014	0.708828784347976
ANGPTL4	3.99379224815727	1.90079063600024e-11	3.66581051228617e-10
ANK2	0.604822391074445	1.30847990664762e-06	1.12393385264759e-05
ANK3	-0.799878850886781	1.49942387321911e-05	0.000101847659312996
ANKAR	-1.83653834163038	2.61923815969567e-10	4.24013714931462e-09
ANKFY1	1.04192691853829	0.000117520820300809	0.000635975233696577
ANKH	0.551602669443302	0.00156486335898331	0.00618419602400097
ANKHD1-EIF4EBP3	-0.581243431527041	0.197511482328089	0.318376717782591
ANKIB1	-0.372879874403983	0.012600611370613	0.0353209573458784
ANKMY1	0.537450280083126	0.0620172193328525	0.128911239526083
ANKMY2	0.639419478465483	0.146400536762064	0.253433507434732
ANKRD10	-0.517990037502821	0.0297768109064884	0.0710807358550845
ANKRD11	0.314207150796624	0.230095221816426	0.357484561638343
ANKRD13A	-0.305775103879823	0.0663612582048752	0.136218059198712
ANKRD13B	0.510355469242773	0.119853338793537	0.217444502346806
ANKRD13C	0.789618068969486	0.00419660790578935	0.0141698775202177
ANKRD13D	-0.34640107730854	0.437880900044278	0.575018169938291
ANKRD16	-0.6293264009625	0.149257987725451	0.257388318249181
ANKRD23	-0.416110666729322	0.409115720631368	0.546972822144141
ANKRD24	2.18896276827602	4.14331697839998e-08	4.69617336682217e-07
ANKRD26	1.31344552456185	1.84030370031785e-06	1.53561765721887e-05
ANKRD27	-0.382488594097491	0.0986968169709188	0.186211114624444
ANKRD28	-1.2570720116086	2.29783071903356e-07	2.28740689631629e-06
ANKRD36C	-0.767678864401682	2.5666495753196e-06	2.06864294130237e-05
ANKRD40	-0.495532054068596	0.00534733690714329	0.017261258333904
ANKRD42	-1.79331476121536	7.75843318359115e-05	0.000436411866577002
ANKRD44	0.790283263182502	0.00131565923192301	0.00532461659172266
ANKRD46	-0.455654375276381	0.308224604177252	0.444436011363728
ANKRD49	0.11972805431129	0.742430407789078	0.825286558283404
ANKRD50	0.289938775149432	0.402173433105049	0.540458161984493
ANKRD52	-0.895279912764578	8.54754098520427e-05	0.000476193145527961
ANKRD54	0.593984554273472	0.0897354586340449	0.172935677960288
ANKRD6	1.48057969360097	0.000179012062692996	0.000918758448037372
ANKS1A	-0.282384934899714	0.155627562742419	0.264987471696552
ANKS1B	0.59703799787934	0.0181258785460601	0.0474979694309234
ANKS3	-0.341617877333559	0.127521586200696	0.227857053102638
ANKS6	-0.187436991672189	0.565518866938744	0.688790500089722
ANKZF1	0.863419075674189	8.72503314042206e-09	1.12561860992476e-07
ANLN	-0.766317165598358	0.00427020829238556	0.0143798550959621
ANO4	3.58533343047145	1.12958531417462e-11	2.28731593665543e-10
ANO5	0.365128029594312	0.479984518185925	0.613041661272676
ANO6	0.0229100719489026	0.946842335774554	0.969410625467989
ANP32A	0.364341952733658	0.0363776511466785	0.0836674909245175
ANP32B	3.15118743826116	2.30770957898585e-12	5.14639658322508e-11
ANP32E	3.00259700819449	0	0
ANTXR1	1.03379372559969	0.0354179270630441	0.0820090439805861
ANTXR2	-0.965872874653371	0.0562800695160477	0.118815226344965
ANXA2	-2.69953079471021	1.84720017060158e-10	3.0624634407342e-09
ANXA4	-0.471495252518409	0.0958354293399453	0.182018453758068
ANXA5	0.462023819527427	0.189937942762502	0.308603233888785
ANXA7	0.0171751013437391	0.957322502053768	0.975779710870499
AP1B1	-0.0436513520721818	0.897203624031522	0.939714518935759
AP1G1	-0.203458461782829	0.111379300066306	0.205022524592469
AP1G2	0.000783179042769105	0.998336058173674	0.998864557939779
AP1M1	0.0969588362337006	0.820918898460423	0.886212604935142
AP2A1	0.176492108150464	0.273344134846592	0.406068315865639
AP2B1	0.180010985311196	0.308427319569591	0.444643504184995
AP2M1	0.863372590173625	0.0249741719114103	0.0614598761882362
AP3B1	1.54363709932104	5.28466159721575e-14	1.53072956609008e-12
AP3B2	0.719976533404703	0.018860596958393	0.0489818320183619
AP3D1	1.44714934455329	2.44249065417534e-15	8.3176708763809e-14
AP3M1	-0.817321106163932	0.030397412461892	0.0722655466075168
AP3M2	-0.332279605247808	0.309052249946693	0.445216377679928
AP4B1	-0.836993703266207	0.0152502888129542	0.0410292467707949
AP4E1	-0.0178899904097227	0.951267407360089	0.971923434650521
AP4M1	-0.0119149802480088	0.972801985450892	0.983590075441017
AP4S1	-0.625868469395065	0.196295577761655	0.316619280537254
AP5B1	0.0387952065580113	0.936832107038976	0.964346791022328
AP5M1	-1.03984530013447	0.0128283643757492	0.0358000866299977
AP5Z1	-0.0832724370888676	0.887836990680225	0.933606620818924
APAF1	0.615025999174992	0.123247744948486	0.222441609499674
APBA1	0.287855676251186	0.236980150296328	0.365850507706808
APBA2	1.5853533908917	0	0
APBA3	0.419364888475095	0.225553789813642	0.35187508274683
APBB1	-0.20165772079825	0.302992699286693	0.438648948028992
APBB1IP	0.111816632906541	0.888137437335924	0.933711448513362
APBB2	0.169246124128766	0.172608691672065	0.287652295132912
APC	-0.907240709629248	5.51167518292317e-08	6.1007707734845e-07
APC2	0.87816793232181	0.000147366882507383	0.000769933401351633
APEH	1.1899665619543	0.000368203764167463	0.00172681169795659
APEX1	0.633202163023082	0.0517372875788764	0.111054484411217
APH1A	-0.613561908714621	0.135619921745697	0.239050270085678
APH1B	-1.04695124124275	0.0326620765857255	0.0767802546604741
API5	-0.0231298539395584	0.953241087918636	0.973062736249648
APLF	-0.399088336797786	0.265248075768216	0.397162894198399
APLP1	0.750695341247992	0.000140230006436814	0.000738772716837852
APLP2	0.674728029782637	0.0322801733752143	0.0760394709638595
APOD	0.155071556507489	0.653958123818013	0.756652473434463
APOE	0.901799205478631	0.0226959128867699	0.0568337533699835
APOL6	0.266477319593817	0.563094506559032	0.687057518477053
APOM	-0.948038374614375	0.000383338391190646	0.00179001744126083
APP	1.45801790199824	0	0
APPBP2	-0.822383648869993	0.000136972479641173	0.000724640969970097
APPL1	-0.0404038708854074	0.85665861658462	0.909853770915949
APPL2	0.373789657681208	0.0346731888149896	0.0806055680938873
APTX	0.620340060571203	0.107385840743336	0.199566606691155
AQP4	1.03964193287083	0.0292858385264461	0.070041423366002
AQP6	-2.36337904487338	3.09851100332992e-09	4.25904421548621e-08
AQR	-1.11518864225752	1.88737914186277e-14	5.75346222277521e-13
ARAP1	0.162189116705704	0.348073595011291	0.485236285872277
ARAP2	-1.42623104121819	0	0
ARAP3	-0.803216123288372	0.1131581530824	0.207877220544413
ARCN1	1.17491429682869	0.000162618598706477	0.000844946121114064
AREL1	-0.654719894838421	0.00894560858252014	0.0264071850385991
ARF4	0.52596620355535	0.180239571615062	0.296865176777748
ARF5	-1.70087467163824	0.000124740469513496	0.000671201387560162
ARFGAP1	0.620183027359186	0.00117290367879308	0.00484543814845666
ARFGAP2	-0.257733544478317	0.119613850211355	0.217427436306286
ARFGAP3	0.795387280628811	0.0355333852715936	0.0822008545450573
ARFGEF1	-0.361078828079114	0.0444221249207557	0.0985999014682657
ARFGEF2	-0.378187668654836	0.0180950154857185	0.0474499885785749
ARFIP1	0.492697894342996	0.207393630268621	0.331168243406049
ARFIP2	-0.486268252833702	0.226119288603057	0.352300945082237
ARFRP1	0.133767788878836	0.560450751237856	0.685267294089955
ARHGAP1	0.191063662390061	0.530586973606014	0.659856551403873
ARHGAP10	2.06209234579097	7.31437685974612e-08	7.92216175640124e-07
ARHGAP12	0.481489595650774	0.195573447128977	0.315858846463377
ARHGAP17	-0.41579584168008	0.0529169075791451	0.113136827290254
ARHGAP20	-1.35089885017552	0.0357007778922338	0.0824871274038165
ARHGAP21	0.18141281804402	0.29699609921943	0.43253525526852
ARHGAP22	0.188027576805086	0.590274826357721	0.708667252225563
ARHGAP23	-0.209534659643346	0.102973997452819	0.192837111900746
ARHGAP26	1.32670889858632	0.00647288820764902	0.0201960523523841
ARHGAP29	0.466700696275657	0.486659000815066	0.619905989243791
ARHGAP31	0.567831355409646	0.0965582552032938	0.183182034965345
ARHGAP32	-0.603484482749145	0.000101299785163933	0.000556155683252966
ARHGAP33	-1.21739288040584	0.000177617644142591	0.000912221052797548
ARHGAP35	-1.2391725429285	6.92482444719644e-07	6.22493136989359e-06
ARHGAP42	-0.146514128685007	0.692909809507412	0.786841188417912
ARHGAP44	0.761128048216588	0.189216886185864	0.307563891542707
ARHGAP5	-0.507219207472678	0.0101703559608168	0.0293577285466878
ARHGEF1	-0.224656919779125	0.17032411035644	0.284941419405772
ARHGEF10	0.561481418350153	0.0187268201024631	0.04866784461142
ARHGEF10L	0.729589928671147	0.0641333518043261	0.132544598042839
ARHGEF11	0.784163825666298	0.000814180586641289	0.00351726013429037
ARHGEF12	0.510704140226691	0.00117769372582788	0.00485726381192512
ARHGEF17	0.676900489123363	0.0437003745142885	0.0972548811680958
ARHGEF2	0.0309795379999408	0.783297074108302	0.854752580868759
ARHGEF26	3.21272885183758	5.61617419236882e-12	1.17939658039745e-10
ARHGEF28	0.99454810238023	0.0183166911502577	0.047931528243665
ARHGEF3	-0.72340544745833	0.14789598515142	0.255356491795317
ARHGEF37	0.160530411272968	0.514996211969203	0.646961725366206
ARHGEF40	1.44013313816782	1.58041157611866e-05	0.000106964292886813
ARHGEF7	0.327342298779939	0.0989178412023024	0.18634908534498
ARID1A	-0.699832233004553	0.0107246237734127	0.0307347064924184
ARID1B	-0.458011940598304	0.00127752441987883	0.00519810797324217
ARID2	-1.12253018552915	3.77475828372553e-13	9.56666184397804e-12
ARID3B	-0.278955167428802	0.456307294172893	0.591305355789069
ARID4A	1.04310875848507	8.44425575463603e-07	7.49279031749394e-06
ARID4B	0.858526749033742	4.24183281253487e-05	0.000254914595093511
ARID5B	-0.0525860290307711	0.775744230464455	0.849452110638123
ARIH1	-0.747803229721087	3.56348024970199e-05	0.000218313700873153
