Estimate_PanTroVsRheMac	Pval_PanTroVsRheMac	FDR_PanTroVsRheMac
ADK	-1.74880581352197	1.93779317259057e-07	1.40457491704552e-06
ADNP	-1.13634101683855	1.78320180843627e-09	1.8095309626548e-08
ADNP2	-0.72268947933173	5.89897196894285e-05	0.000258379073494831
ADO	1.13656061821962	0.00847507920493507	0.0220708228692074
ADORA1	-0.891284008371012	4.66293670342566e-13	7.28343005741694e-12
ADPGK	0.564882875005808	0.018913047784737	0.0436321761527653
ADPRHL2	0.774028218116976	0.227172747915192	0.336544664001148
ADRA1A	0.406854788073863	0.386993770810135	0.508724205759802
ADRM1	-0.0870357566912287	0.835374312713883	0.890124003399148
ADSL	0.82460563869381	0.106722442809491	0.183326895623666
ADSSL1	1.29496042555834	0.00023823319032279	0.000914234984182888
AEBP2	-0.778766035964233	0.0112412121525645	0.0281775742285767
AEN	0.667346136062076	0.354171359553415	0.474538040203916
AFAP1	0.0732840339502458	0.739234240272014	0.815821523933389
AFAP1L2	-0.625088599735338	0.300919329892382	0.418280715471002
AFF1	0.567054468858191	0.010302587903354	0.0261114095467798
AFF4	0.0835243564066651	0.524474970527499	0.636850430001268
AFMID	0.819706865897826	0.0278155921917065	0.0606360660234432
AFTPH	-0.903794629940528	0.0398547783872432	0.0818982854268194
AGA	-0.119878580886835	0.789888671467472	0.856874495091704
AGAP2	1.26007263196814	0.00138411624882595	0.00446984999620854
AGFG1	0.183545450935965	0.354334290601998	0.474538040203916
AGFG2	2.22879647348485	3.91427746104789e-06	2.2083535526509e-05
AGGF1	0.123100034673742	0.756073313797164	0.830439379966085
AGK	-0.573460663302686	0.0589686566055081	0.113609338414282
AGL	0.367178533309007	0.110722465360597	0.188682187004007
AGO1	-0.149382827299015	0.201385912336156	0.306282799355317
AGO2	-0.681111300819187	3.71357201434108e-07	2.53839099714454e-06
AGO3	0.279150638784022	0.410362784598867	0.531412320133151
AGO4	-0.588937311218578	0.000729055397201694	0.00250765663538847
AGPAT1	0.253810010257693	0.448241394426737	0.567242206539359
AGPAT3	0.547626855035309	0.00406961868730904	0.0116494953714715
AGPAT4	-0.289681559877058	0.0119958525853632	0.0297652402758501
AGPAT5	0.0748851196253384	0.790097520291043	0.85697808513634
AGPS	-2.53286501254244	1.18212246658089e-08	1.04892556893798e-07
AGRN	-2.84669515137632	0	0
AGTPBP1	-0.00354698986337688	0.985351005578998	0.990723979542123
AHCTF1	-1.26491856399303	0	0
AHCYL1	-0.192311217939968	0.487592718983203	0.602812911776454
AHCYL2	0.496071843245145	0.130748490051718	0.216103757059683
AHDC1	-0.689894585171342	0.0913439899836046	0.161989341842846
AHI1	3.28394639548551	5.6399720227418e-07	3.73691397825837e-06
AHNAK	2.59054117748591	9.49166951642599e-05	0.000397105819281574
AHSA1	0.827898278089006	0.0494052810677093	0.0979040432167449
AIDA	-0.964386284982099	0.0553704786587368	0.107720231255803
AIF1L	0.460645202769518	0.00625758026549561	0.016943877796256
AIFM2	2.9047024020518	2.06501482580279e-14	3.63058420536491e-13
AIG1	-1.50782245075889	1.72282188515283e-10	1.97640871802054e-09
AIM2	-1.26961242508048	0.00464968873909455	0.0130287794171812
AIMP1	0.0726446787546034	0.896684074489769	0.931683837705147
AIMP2	1.2642260544606	0.0157211724748478	0.0374101554642271
AK2	0.0284171285722776	0.876661621912537	0.916575910760331
AK3	0.742654434149132	0.00457134105367096	0.0128668572653229
AK5	4.1822105566536	0	0
AK9	2.56202401956166	0	0
AKAP1	-0.933638170281877	0.00134181457551819	0.00434776543369493
AKAP10	-0.471680538388109	0.0816448187704475	0.148231227162484
AKAP11	-0.788152747179798	9.31807127653173e-05	0.000390707813924458
AKAP12	-0.166911827679073	0.862549439114114	0.90813022986595
AKAP13	-1.47101642649666	0.000859945040173837	0.00290361076539268
AKAP3	3.03840413209951	0	0
AKAP5	0.60570820794764	0.391822304167695	0.513460223559723
AKAP6	0.227424996144762	0.00707182080752977	0.0189048675052776
AKAP7	0.0888405463305968	0.815181036853938	0.876139982743214
AKAP8	-0.765496049792526	0.0100356336151715	0.0255366510032636
AKAP9	0.330006051135964	0.205427839123454	0.310917810565227
AKIRIN1	-0.214527263545812	0.382600943966251	0.504001243489259
AKIRIN2	-0.0228807058360338	0.972585753584592	0.982199879388126
AKNA	-0.355337390576424	0.106354697487012	0.182819807412872
AKT1	0.11028253304649	0.720529685392062	0.801530962560916
AKT2	1.33745841311135	6.43929354282591e-15	1.20796672912565e-13
AKT3	-0.752258538553163	9.94548869925893e-08	7.55657231823091e-07
AKTIP	-1.80143004254807	1.0182469123432e-06	6.42030580259767e-06
ALAD	0.288445284015493	0.116922725711362	0.197571704599441
ALAS1	0.719949817829396	0.0328708192879714	0.0696673377676097
ALCAM	1.57046723287316	0	0
ALDH16A1	-1.39905003973447	0.00777069934185781	0.0205192060860793
ALDH18A1	-0.843351702974587	0.00575663346429578	0.0157396560542771
ALDH1A3	-0.648299439588894	0.182692358555315	0.283023407925857
ALDH1L1	2.00894272368597	8.81029410844114e-05	0.000371766327932031
ALDH1L2	1.50631564822621	3.705028526646e-06	2.09812851396583e-05
ALDH3A2	1.20188140000841	3.84377570217254e-07	2.62028352645846e-06
ALDH3B1	-3.12393857318864	0	0
ALDH5A1	-1.43626087960355	0.00441629155359213	0.0124998742587632
ALDH6A1	-0.486431414457934	0.0101005354137145	0.0256534560535385
ALDH7A1	1.51627092313964	0.00276100256737322	0.00823399582222545
ALDH8A1	-0.60676354438707	0.406472307776269	0.527541741937956
ALDOC	-0.938532874220335	5.01788783857648e-06	2.75892596797369e-05
ALG1	2.05022505181933	0.000201872491486954	0.000788711129530425
ALG10B	-1.36382425440884	0.0155483871230986	0.0370456371417035
ALG11	0.358171888320518	0.397376306816655	0.518943665492125
ALG12	0.0759291344839502	0.860357699054761	0.907178742810768
ALG2	0.249066798259436	0.322178380547497	0.441004627365395
ALG5	-0.726916551808552	0.104229764619188	0.179862364875842
ALG8	-0.14661329471704	0.600748382883719	0.704194002060412
ALG9	-0.7677104657322	0.0151207222247838	0.036209268298817
ALK	-3.03471828247603	4.64073224293315e-14	7.90178733256186e-13
ALKBH4	-0.158606221810735	0.697571160231619	0.784300709600096
ALKBH6	0.246025020439738	0.144020191190461	0.234254968103841
ALKBH8	0.766141344551908	0.0275668952901251	0.0602154661639254
ALMS1	0.843929451524902	0.0193196334822912	0.0443401424183731
ALPK3	-3.9368698690448	0	0
ALS2	-0.179033850742803	0.364999034619582	0.484699227423861
ALS2CR12	1.1496475924583	0.00457995380295806	0.0128668572653229
AMBRA1	-0.227582141654044	0.180061739380936	0.279693188765128
AMD1	-0.759246901018178	0.0101989547055366	0.025891234913988
AMDHD2	-0.0141371078538793	0.963552321451231	0.976206854753593
AMER2	-0.972860149990989	4.01021846840877e-08	3.25641800442216e-07
AMFR	0.0394087160907508	0.888913998799396	0.925136265270297
AMIGO1	1.58795392567761	4.25110026973652e-05	0.000192329850623627
AMMECR1L	-0.403510325699477	0.0864901499121802	0.155497154182184
AMN1	0.676788655493678	0.223736959975031	0.332504701673134
AMOTL1	-2.02854711591471	1.50711545465754e-08	1.31416295700242e-07
AMOTL2	-0.0991693885218884	0.675254864592628	0.765126914916108
AMPD2	-0.719117059514293	0.162458698828699	0.257912387543312
AMPD3	-0.315977861154562	0.537392365440611	0.648369978093045
AMPH	0.321006794289675	0.48668996104332	0.602090673455654
AMT	-0.188528017989762	0.632807792140672	0.730385787569997
AMY2B	-0.440476350621083	0.23731652387769	0.34797403428702
AMZ2	-0.93447720074388	0.00846779405379405	0.0220607160640747
ANAPC1	-0.364625320845186	0.00972201733589118	0.0248137917148337
ANAPC11	-0.152064771936378	0.825998600801158	0.884246590492319
ANAPC16	0.0805122401168053	0.859661087698113	0.906926852218494
ANAPC2	-0.00129529523879177	0.996534951466097	0.998371433410157
ANAPC4	-1.20007048890018	4.35007585508629e-12	6.04532600449492e-11
ANAPC5	1.14579213521434	9.1151952652524e-10	9.65138322203195e-09
ANGEL1	0.312508492903692	0.146222317449417	0.236812493555611
ANGEL2	-1.22283042576647	3.33439498234611e-10	3.69619150535727e-09
ANGPTL2	-0.356433291591344	0.608744430882706	0.711299520475001
ANGPTL4	1.27940562495899	0.000247723611310979	0.000945376325851087
ANK2	-0.509638907412242	1.25148672824871e-06	7.72977096859496e-06
ANK3	-0.465750837793294	0.0689936868477916	0.128788215449211
ANKAR	0.894319155159825	0.0634644591741127	0.120564567727931
ANKFY1	-0.640548107272153	0.0263502744379955	0.0579093240555948
ANKH	-0.515328007449429	0.00877689183387398	0.0227627108967709
ANKHD1-EIF4EBP3	-1.04687521603953	0.0607518771728368	0.116362855694615
ANKIB1	0.478560303122746	4.86239606578565e-07	3.25307205817164e-06
ANKMY1	0.898130080972533	3.8583930734637e-05	0.000175825507145181
ANKMY2	-1.81464291224463	6.24910764788211e-05	0.000272452444163718
ANKRD10	-0.0833014074170057	0.710583084203992	0.793971048859324
ANKRD11	0.700795951161067	0.0508654639951507	0.10032426501522
ANKRD13A	0.470963308555823	0.00283232600247429	0.00842675504868385
ANKRD13B	0.732525678113199	0.0313557394372286	0.067057818994469
ANKRD13C	0.0103664453648712	0.97456867137179	0.983676789795826
ANKRD13D	0.48430080885373	0.0808216157275898	0.147196197277904
ANKRD16	0.898993444737047	0.0358948770558163	0.0751704350531776
ANKRD23	-0.661129046252171	0.239380730953117	0.350042229401464
ANKRD24	-1.42179478688534	0.00164531185628203	0.00520441741987118
ANKRD26	-1.09455645673772	0.0528378577840329	0.10364665408596
ANKRD27	0.603217309315714	0.00401037501382073	0.0115104157572076
ANKRD28	-0.571076817415078	0.000385731919575916	0.00140262073059403
ANKRD36C	9.11493479016805	0	0
ANKRD40	-1.1633470583859	2.43276732092568e-10	2.73279657447223e-09
ANKRD42	0.752191625911702	0.0318143230423293	0.0677599466582038
ANKRD44	0.455512059120652	0.147691423241224	0.238731485931933
ANKRD46	-0.229782984050356	0.654423280160698	0.747121715194031
ANKRD49	-0.128439448674491	0.651148458922537	0.74450731237967
ANKRD50	0.127627289484254	0.760848900330067	0.834835658417315
ANKRD52	0.466954837207951	0.00879236927993077	0.0227853905938605
ANKRD54	0.507911079256095	0.235894834025469	0.346553623247677
ANKRD6	0.000305725790524414	0.999320552174955	0.999452754920315
ANKS1A	1.10418694179661	2.59674865699111e-06	1.51127173570845e-05
ANKS1B	-1.5456829773631	0	0
ANKS3	0.740992926085169	0.000369364428244978	0.00134833176124193
ANKS6	1.10228217953668	1.19263701359174e-07	8.95366020134411e-07
ANKZF1	-1.90890853798377	0	0
ANLN	0.426469649906497	0.250496437801381	0.362857457324859
ANO4	1.54635252996428	0.029422929166524	0.063480977311336
ANO5	-0.178605476983358	0.754586435713807	0.829408760394938
ANO6	0.585110952811842	0.298193657999747	0.41577721403137
ANP32A	0.0191401283191288	0.879127765475964	0.918274576036169
ANP32B	-1.64559968497136	0.0196486417940516	0.0449859878749333
ANP32E	-1.49545883820387	0.0190005966700557	0.0437807104009818
ANTXR1	-0.0901562012223786	0.883297691733925	0.921423858712605
ANTXR2	0.431349478958446	0.339751187050012	0.459813636609039
ANXA2	4.37896597869064	0	0
ANXA4	-0.978600774163117	0.00977875841426967	0.0249249540161425
ANXA5	-1.19615373588163	0.000863869595592925	0.00291555988512612
ANXA7	1.03364973844019	0.0376893085474617	0.0783208280975289
AP1B1	0.282588989751011	0.442924340690714	0.562963687898756
AP1G1	0.696682223011345	2.24262033521327e-06	1.32042131886389e-05
AP1G2	-0.436404764179535	0.447417240771096	0.56657861645385
AP1M1	-0.451439456018105	0.117656199725014	0.198411971876223
AP2A1	-0.0961359551007445	0.656602613209272	0.74904417622787
AP2B1	-0.071256384903775	0.721682098795414	0.801986868571708
AP2M1	0.107451774580367	0.624802064731667	0.72468604009994
AP3B1	-0.19473431657448	0.53920820002084	0.649731270665852
AP3B2	0.255732086563708	0.478965798304142	0.595262442081097
AP3D1	0.786473022981943	0.00811966554263033	0.0213067238813902
AP3M1	-0.390588377260388	0.0665554102715824	0.125154093331129
AP3M2	-0.286058027122606	0.511250281148265	0.624705370208644
AP4B1	-0.392317572745296	0.354303604127855	0.474538040203916
AP4E1	-0.170024610557605	0.720225423578038	0.801392882577542
AP4M1	0.683903303373946	0.120695950416561	0.202498958271113
AP4S1	0.187749650217661	0.71490297103347	0.796795881028016
AP5B1	-1.16430159088937	0.00968258315216919	0.0247214888991554
AP5M1	-1.1380697671301	1.1186740422886e-10	1.32765710513373e-09
AP5Z1	-1.06095845737662	0.00149713811904717	0.00478982826068413
APAF1	-1.87006117908666	2.1258257376644e-09	2.12864140089309e-08
APBA1	0.103988652151156	0.785174774656585	0.853475384098315
APBA2	0.576590451608876	0.00696994105384241	0.0186655169560923
APBA3	0.111962083801886	0.641870067381038	0.736901241830848
APBB1	-0.978772564135626	8.31462966921492e-07	5.32248944108932e-06
APBB1IP	0.145854622649808	0.878654695437301	0.918216189917009
APBB2	-0.245472353378045	0.158150807617087	0.252347004133638
APC	0.191805267774764	0.155724597174753	0.249159355479604
APC2	0.444289810657306	0.214796599008599	0.322322804387656
APEH	-1.53498853547792	1.87890869063345e-06	1.12466743477347e-05
APEX1	-0.643749297626004	0.000118974560037177	0.000487505514298677
APH1A	-0.493994243705172	0.152185021296502	0.244323372478564
APH1B	-0.262154525327372	0.584014761943817	0.690190964560772
API5	-0.036334121283498	0.819586605598254	0.879266335530184
APLF	1.29775071244194	0.00518677438595838	0.0143791765155282
APLP1	0.0850655703994091	0.654206840670544	0.74698742115531
APLP2	-0.442536093311045	0.295680091239957	0.413011356469645
APOD	0.693177706305258	0.0330659383651686	0.0699631945257975
APOE	-1.67816340393416	0.000148816307798727	0.000601310148026925
APOL6	3.51663060449366	4.32209823486573e-11	5.40083680257602e-10
APOM	-1.36095869616897	0.000416164170676359	0.00150463946930333
APP	0.139865231167826	0.403300946989675	0.524506306423868
APPBP2	0.133990057520343	0.538875980886858	0.649453443163693
APPL1	-0.341546395509537	0.224328907424491	0.33325339754945
APPL2	-0.916764639583252	2.61922058308883e-06	1.52200673390865e-05
APTX	1.03335821783787	0.0201778727836017	0.0459887603991646
AQP4	0.893513260626589	0.0597833390084701	0.114856935934951
AQP6	2.74828955398325	0	0
AQR	0.625158680313123	0.0131470970289438	0.0322074055537314
ARAP1	-0.111239899487293	0.411266645126746	0.531846704953506
ARAP2	0.494303541180745	0.00457998847896612	0.0128668572653229
ARAP3	-1.43887148732602	0.0282395702872134	0.0613304083227041
ARCN1	-0.702120684374293	0.000855459279266446	0.00289233996031052
AREL1	-0.087685725627798	0.630991802136993	0.729068932317847
ARF4	0.159192827068697	0.710382506752382	0.793864264752107
ARF5	1.18039757603122	0.00386559535938424	0.0111371573616406
ARFGAP1	1.44112172140235	3.74909194682527e-05	0.000171361155489716
ARFGAP2	-0.793832534221617	1.12009020281079e-07	8.43414535184218e-07
ARFGAP3	0.743124769042954	0.101023171912985	0.175249008642076
ARFGEF1	-0.384372780998029	0.0677972844861716	0.127214562103613
ARFGEF2	0.0860506629014404	0.597431178589118	0.701332253126356
ARFIP1	0.017751003549513	0.969761697013044	0.980264531276723
ARFIP2	-0.217906771643758	6.89059761471711e-07	4.48303941198463e-06
ARFRP1	0.110488282142097	0.672806562334746	0.762924495462829
ARHGAP1	-0.970972654996968	4.4485840047237e-06	2.47653130159876e-05
ARHGAP10	-0.939411318956885	0.116614146575627	0.197182497900188
ARHGAP12	-1.07404320544769	0.0262878424366122	0.0577889179473068
ARHGAP17	0.13074727490043	0.479348618987667	0.595542409128474
ARHGAP20	-0.225703357016726	0.71939398186396	0.800661372028258
ARHGAP21	-0.602114666336272	0.000219956883057426	0.000851445998931972
ARHGAP22	-0.344306283492446	0.518749448345438	0.631133161516451
ARHGAP23	-0.714461767688596	0.000117034706145436	0.000481383230935525
ARHGAP26	-0.270997602397768	0.638856229037686	0.734339834502799
ARHGAP29	-1.98833754791199	0.0374501582749822	0.0779953709528555
ARHGAP31	0.968023193145816	0.00366109616330368	0.0105883270828523
ARHGAP32	-1.13905822694267	2.86425161366566e-08	2.38477336996832e-07
ARHGAP33	-0.352623452180219	0.113839790060422	0.193312851046
ARHGAP35	-0.174626635209042	0.0626608934074673	0.119414256153379
ARHGAP42	1.33831376110752	0.000440602582392424	0.00158315376563057
ARHGAP44	-0.64751364334576	0.199791870801259	0.304644320947462
ARHGAP5	-0.363956955539337	0.0195109630469388	0.0446960575716263
ARHGEF1	0.598418670675164	7.65996342140252e-05	0.000327883809454266
ARHGEF10	0.121318256441349	0.549687767878915	0.659520635639517
ARHGEF10L	0.63289857463238	0.0822782427133064	0.149166310530599
ARHGEF11	-0.622189895648158	0.0294181892537519	0.063480977311336
ARHGEF12	0.03558571990658	0.845901937259297	0.897287458737462
ARHGEF17	-1.55044058306632	0.0162571794155209	0.0384676921381338
ARHGEF2	-0.0212478420182752	0.866255559169537	0.910326942913775
ARHGEF26	-0.227614708049626	0.700462168167475	0.786849032889466
ARHGEF28	-0.460730391569901	0.313175673133786	0.431258303987509
ARHGEF3	-1.44815604061425	7.01235733935324e-05	0.00030293383706006
ARHGEF37	0.14901165974323	0.593455811921678	0.697748979491118
ARHGEF40	-0.244113698360813	0.595388069083853	0.69947689235026
ARHGEF7	-0.6070625598802	0.00136941828905801	0.0044318502847939
ARID1A	-0.538132724957685	5.13505560739702e-06	2.81311741970446e-05
ARID1B	-0.1030843204192	0.220295643581441	0.328877382597885
ARID2	0.219280631652205	0.164776484377779	0.26066336511739
ARID3B	-0.0348418374879951	0.932027723446459	0.956055575204238
ARID4A	-0.503689077163258	0.202135626794355	0.307041458421805
ARID4B	-0.522960058226459	0.0462058333923809	0.0924605877306511
ARID5B	-0.926057966821258	1.61024749090188e-10	1.85854519560584e-09
ARIH1	-0.549327433597581	0.00071609967123254	0.00246638428907426
ARIH2	0.537371639636408	2.2104997996486e-06	1.30659722324812e-05
