Estimate_PanTroVsRheMac	Pval_PanTroVsRheMac	FDR_PanTroVsRheMac
ACER3	-0.0622282663056908	0.80401062098639	0.864079193696798
ACHE	-0.441934180638679	0.09109985465712	0.16356165198143
ACIN1	-0.508262208010455	1.9654363692112e-08	2.00666259549222e-07
ACLY	-0.416960788555942	0.0524677715646142	0.103560286615717
ACO1	-0.0937149945308321	0.587894688212534	0.692471792412885
ACO2	0.0813333872187606	0.749394564900525	0.823350563956325
ACOT11	1.98590046509098	0.000542091918290355	0.00208565879592227
ACOT13	-0.212467589696705	0.384592592492483	0.506418556833449
ACOT8	1.11121870680584	0.00507855803585455	0.014686593394188
ACOX1	0.507304649681425	0.0501903090114963	0.099767975192579
ACOX3	0.342698098710346	0.236467612143062	0.349031531886763
ACP2	0.736300293900858	0.000223963391918547	0.000952754835946176
ACP6	0.888745573734945	0.000297696919826729	0.00123016713365714
ACSF3	-0.590398227338409	1.37892363003544e-05	7.94518143885529e-05
ACSL1	0.31541633528953	0.316173139717548	0.437159624395592
ACSL3	0.171306023312726	0.399233999690298	0.521097314351852
ACSL6	-0.750580651930433	5.88418203051333e-14	1.34596644697972e-12
ACSS2	0.0697760781509021	0.79073570174697	0.854308852113257
ACTB	1.41502890982674	0	0
ACTG1	0.551357081603553	0.000592756524562255	0.00224855352226334
ACTL6B	0.852947237973752	0.00101135456220414	0.00361222713087587
ACTL7B	-2.1342767474346	4.43364545077429e-09	5.07776740271989e-08
ACTN1	-0.943895007399436	2.78803944375738e-08	2.77544188146692e-07
ACTN2	0.0309399722377819	0.897615431827086	0.931899354570482
ACTN4	0.487185051669459	3.67659366766748e-05	0.000190590973286143
ACTR10	-0.508864512764653	0.319335695422262	0.440263310426073
ACTR1A	0.589209770862919	0.035996235516053	0.0755857747028833
ACTR1B	0.923351849855811	1.63891725812881e-06	1.15399623928128e-05
ACTR2	0.7223952471016	0.000148078097189641	0.000658020079443565
ACTR3B	-0.106806749162698	0.731809776316604	0.809983004669832
ACTR5	-2.06485510617508	1.11022302462516e-15	3.03751214449732e-14
ACTR6	-1.38757842278066	0.0122998594136923	0.0309790682946545
ACTR8	0.229387001861789	0.346272340266349	0.468719617602875
ACVR1	-0.447908662768513	0.192330568861717	0.297412545716715
ACVR1B	0.299180869061766	0.251037310146006	0.365955835023919
ACVR1C	1.1441554385089	0.0023046995640672	0.00730315849749077
ACVR2A	-0.900114396128951	2.82482792712813e-09	3.33390583884732e-08
ACVR2B	0.669446704235842	0.00554840458092154	0.0158428523708988
ACY1	-0.300508206053792	0.52947627474524	0.642617479293585
ADA	-3.54393393570118	0	0
ADAL	-0.69176869388614	0.0483664073787715	0.0965943613013061
ADAM10	0.273937109316711	0.160835429384583	0.258002340449843
ADAM11	0.596698843176244	0.00128600639545673	0.00441247768146055
ADAM15	-0.882771424596644	4.44089209850063e-16	1.27325851536463e-14
ADAM17	-0.615744156795807	0.00243584773655514	0.00764925628298561
ADAM19	1.14111933222587	0.000601748875341812	0.00228059827268522
ADAM20	1.15286734559882	0.00103172795766793	0.00367076946934282
ADAM22	-0.133911819213795	0.221102099485864	0.331494766636041
ADAM23	-0.164402603545576	0.311846760924604	0.432391699645707
ADAM8	-3.24346480241801	3.17523785042795e-14	7.55201456925647e-13
ADAM9	-0.428235260680112	0.0281903588755901	0.0615891661029332
ADAMTS12	-3.84007406033312	0	0
ADAMTS13	1.77614735074797	5.01820807130571e-14	1.15418785640031e-12
ADAMTS16	-2.94722491197325	0	0
ADAMTS17	1.19302361581918	0.000289036929082442	0.00120090182147802
ADAMTS3	-0.0721383935738586	0.849284436349323	0.897187293516282
ADAMTS8	-0.186631423379691	0.537798237700511	0.649327262281333
ADAMTS9	2.73089232838531	1.62836277795009e-09	2.05002303413506e-08
ADAMTSL1	-0.477423139252476	0.23841626933039	0.35122664206124
ADAMTSL3	-1.03343650382507	0.000131000845257301	0.000590279373785857
ADAMTSL4	-3.54222337509052	6.88338275267597e-15	1.73056097313523e-13
ADAP1	-0.035635381012853	0.907289303215057	0.939263762398474
ADAR	-0.0370194429351703	0.826553983291344	0.879500501793993
ADARB1	0.355853640217988	0.11915792010285	0.202844674075043
ADARB2	-0.52466984924107	0.0979782239467133	0.173512219864448
ADAT1	1.16585584347309	2.09106936261971e-05	0.000114271753941594
ADAT2	1.18086467975068	4.59829875056883e-05	0.000232329252503091
ADCK1	-0.249604233155911	0.417729953205511	0.539796061530647
ADCK2	-1.32588751093417	7.97725304386709e-05	0.000378388455995781
ADCK5	-0.0608164156523359	0.850685367060372	0.898553859832126
ADCY1	0.0807508818456616	0.513852121988007	0.62774988549301
ADCY10	-5.28352910550269	0	0
ADCY2	-0.158135478288735	0.187321623719299	0.29133506107709
ADCY3	0.543892298245712	4.99459387621748e-05	0.000250387664261633
ADCY5	-0.850922700890927	2.13350670463797e-10	3.06902373388815e-09
ADCY6	0.703126145322389	0.000135221414627518	0.000607988014641019
ADCY7	2.23605058345956	1.37736465033456e-06	9.87268566147338e-06
ADCY8	0.194442952322108	0.446567409488889	0.566463992763785
ADCY9	0.0299542042924128	0.753651441217801	0.826899595249098
ADCYAP1R1	-0.688100147214948	0.0376656128126851	0.0784029116031327
ADD1	0.20301790955836	0.137853955893846	0.227590873347127
ADD2	-0.939567562677196	1.3414158672731e-11	2.35436763958289e-10
ADD3	0.323639786039781	0.0123707822224017	0.0310828897856985
ADH5	1.10076482802137	0.0038525001397367	0.0115493762530739
ADHFE1	2.14754246297254	4.14269027748659e-07	3.28433740559827e-06
ADI1	3.20004005761332	0	0
ADIPOR1	-0.763838269620354	0.00267207233120859	0.00831929697169144
ADNP	-0.675195344887933	0.00175362022430026	0.00575963456957307
ADNP2	-0.416442703398901	5.98370872777476e-05	0.00029295678052006
ADO	-0.407034228324354	0.112812525979646	0.193856007286864
ADORA1	-0.61738892714125	0.0283275590067458	0.0617760677271361
ADPGK	-0.748480620846781	0.0141524139180174	0.0348277511233514
ADRA1A	-1.34954490268555	1.38768148192359e-05	7.97916852106062e-05
ADRA2A	-0.0320783775605919	0.936719166077284	0.959057460975788
ADRB1	-0.982147349506096	2.98817952448793e-06	2.00617794538997e-05
ADRM1	0.337937328871298	0.376774396815218	0.498870037978334
ADSL	1.11611137031504	0.000947168505998741	0.00340330246018088
ADSSL1	1.0189615143545	0.0391276104177503	0.080863084279784
ADTRP	0.912717408703357	0.0448922155134881	0.0909798180292719
AEBP2	-0.5109181358574	0.0160092869318136	0.0385465215335523
AEN	1.41754226668968	0.00139455057665483	0.00472993718226081
AFAP1	-0.150620461832756	0.654047934822219	0.746436429519848
AFAP1L1	-4.12909082369287	0	0
AFAP1L2	1.56762704397049	2.05266272157445e-05	0.000112687818393582
AFF1	0.177951812117927	0.434673231725297	0.55533103860891
AFF4	0.347149296682422	0.0287480668281073	0.0624815201155021
AFMID	3.24855436121194	2.22044604925031e-16	6.49985116235092e-15
AFTPH	-0.742868495446642	0.0103091834740971	0.026749379685296
AGAP2	0.478729910277482	0.000103527317060426	0.000477800826036319
AGBL3	-0.000794513810369232	0.998760736193094	0.998880048191206
AGBL4	0.0106758590623603	0.966947892162395	0.978755622437864
AGER	0.203973053188086	0.594666532588402	0.698645553021345
AGFG1	0.461070570002663	0.024036580611849	0.0538924083777182
AGFG2	0.409994252588237	0.235289685309493	0.347537975548885
AGGF1	0.406801579380223	0.387826726000996	0.509635120087952
AGK	-0.372558932494287	0.132952699910232	0.221464385922893
AGL	0.595327535072165	3.53008449931469e-05	0.000183564393964364
AGO1	-0.0823160362523981	0.668599647262234	0.758260954418674
AGO2	0.0733755015728175	0.604193015162101	0.705678560677611
AGO3	0.385382441285981	0.00227611043979636	0.00722624065300537
AGO4	0.0864814324655497	0.656462664749784	0.748141152707084
AGPAT1	0.13955408500463	0.461654419719896	0.579531930834516
AGPAT3	0.200610069837354	0.277530282369402	0.396085520374032
AGPAT4	0.730686005550525	3.84984772949792e-08	3.72181584195804e-07
AGPAT5	-0.860924427641246	0.000586475892695448	0.00222876812239959
AGPS	-0.965724322617343	0.0127799956795596	0.031929013377879
AGRN	-1.84799646756009	0	0
AGTPBP1	0.0367787671269936	0.877368830271476	0.918510922475028
AHCTF1	-1.57191587033514	0	0
AHCYL1	-0.513349868950417	0.000104433944168925	0.000481643123522021
AHCYL2	-0.473656538815238	0.0353599336923285	0.0745300515790972
AHDC1	-0.139344116024372	0.471345014501279	0.588618803908816
AHI1	0.102638214703616	0.69855290885167	0.783322388548913
AHNAK	-0.690076346169946	0.139251563891153	0.229626569410426
AHR	0.535658722494906	0.144661258136208	0.236728704674811
AHRR	3.75768187465229	0	0
AHSA1	-0.288298784226832	0.245630930495032	0.359514361906365
AIDA	-0.0716431367852887	0.882202456171288	0.920922563973319
AIFM2	4.43420122470544	0	0
AIFM3	1.14334095137848	3.30267546200247e-07	2.64846733408857e-06
AIG1	-0.634392342449403	0.00922253951273166	0.0243080473722783
AIMP1	-0.354767672062594	0.411665524176894	0.533838873669293
AIMP2	-0.422965135505453	0.410793101627232	0.532790061475319
AIP	0.0116082684076269	0.977302417019915	0.984949540783764
AIRE	-1.56812445197812	9.03313217559543e-08	8.16671806889366e-07
AK1	-0.116196430845916	0.76632860876717	0.836283929169604
AK2	-0.416592259595427	0.00123066511738457	0.00425047575104487
AK3	-0.408747734966272	0.213505136898013	0.322821926333785
AK5	0.34744567489106	0.093451549068222	0.167174437777597
AK9	0.798685886072718	0.0898326299444547	0.161841785645572
AKAP1	-0.615635212096632	1.14515286142591e-10	1.71813974119314e-09
AKAP10	-0.558415777936638	0.0530337638321048	0.104494862509386
AKAP11	0.00620803159047236	0.977827411573672	0.98524143575578
AKAP12	-0.481261710438485	0.000487436935192376	0.00190248112887206
AKAP13	-1.02188577934848	3.73717120070172e-05	0.000193439112913632
AKAP5	-0.243414799133129	0.251109163248508	0.36599685144786
AKAP6	0.134553697032924	0.307844264208323	0.428292658413548
AKAP7	-0.233513080301669	0.458549865719455	0.576943113285734
AKAP8	-0.801917740517738	0.0337546096078554	0.0716228696002861
AKAP9	-0.266438309492552	0.263873471813717	0.380428570005931
AKIRIN1	-0.403420439627997	0.141093836026183	0.232168399365913
AKIRIN2	-0.379576284241264	0.270689860872821	0.388316572177391
AKNA	-0.27532653567104	0.228294624941069	0.339783573334512
AKT1	0.509348110165238	0.0601416042297316	0.115988369180215
AKT2	0.959758343897778	1.90307769543097e-11	3.27157422302835e-10
AKT3	-0.597513107092881	1.98991729205567e-06	1.38598898245341e-05
AKTIP	-0.603470160833973	7.81325159864288e-05	0.000371873464376567
ALAD	1.05546501385722	0.00694839118743129	0.0191355036253864
ALAS1	0.711916683943743	0.00101867973257286	0.00363528845741687
ALCAM	-0.930376334205846	0.000690138506443061	0.00258169775511229
ALDH16A1	-1.52168438275361	0.000328920690291667	0.0013498647152558
ALDH18A1	0.0904709567243445	0.818191711470126	0.873600434693011
ALDH1A2	0.277970778589262	0.386164518449293	0.507929198500783
ALDH1L1	0.546003984869639	0.173299135515998	0.273643976337219
ALDH1L2	1.34408696743671	2.06900953330091e-05	0.000113288082490486
ALDH2	-0.078329311322027	0.898797709488484	0.933011087890587
ALDH3A2	0.222295210158097	0.46547714289997	0.583117558036592
ALDH5A1	-0.93213489745377	0.000454251412921103	0.00178293147162469
ALDH6A1	-1.03556535398995	3.44668960039485e-10	4.80928088908428e-09
ALDH7A1	0.23523777359734	0.666430167656618	0.756112395124164
ALDH8A1	0.131570628353239	0.703797338051932	0.787515545866183
ALDOC	-1.74864221594914	3.21295656746656e-10	4.49813919445319e-09
ALG1	2.2816223097731	2.36352089011405e-08	2.3840237219319e-07
ALG11	-0.59065485324113	0.153131446571705	0.247828430446223
ALG12	-0.590115688578393	0.00783650974015426	0.0211841328849117
ALG2	2.40835995177118	3.29778730989716e-08	3.24430967784477e-07
ALG5	-0.469146394819497	0.228684715353138	0.340061889331522
ALG6	-1.29083595674961	3.71869341986297e-07	2.9595415671212e-06
ALG8	-0.412265775708735	0.236735899489539	0.349242810665448
ALG9	0.00206593653710842	0.991318130628859	0.993573014440896
ALK	-0.969153390561635	0.00146893911709567	0.00494396429168521
ALKBH2	-2.30440903650954	1.44253053946386e-10	2.12995867308491e-09
ALKBH4	-0.518937896963494	0.0197037838894365	0.0458349760273305
ALKBH6	-0.649935970670893	0.00855761025146173	0.0228093960602476
ALKBH8	1.90071907484472	8.0018110582003e-08	7.32944881611082e-07
ALMS1	0.833513445370903	2.9102267262715e-08	2.88336309495207e-07
ALOXE3	-1.74409486606497	5.59840396263667e-10	7.54747793481388e-09
ALPK3	-2.03499012399404	0	0
ALS2	-0.772535481277586	4.8406334201001e-06	3.08415395685526e-05
ALS2CL	4.31498412644139	0	0
ALS2CR12	0.081650998121111	0.73777576463067	0.814988664929999
ALYREF	-1.51840032484737	6.67543205903343e-05	0.000323044608082242
AMBRA1	0.22294294922027	0.249073097985179	0.363852726632685
AMD1	0.123362403635049	0.625104497989019	0.723141475357754
AMDHD2	1.2858024515298	1.13591391426304e-06	8.2838600088939e-06
AMER2	-0.194626963660246	0.372554325673115	0.494926184470854
AMER3	1.27684425092665	3.18732895778773e-05	0.000167404755549554
AMFR	-0.454955875111207	0.0276379550738954	0.0605719790258253
AMIGO1	-0.70807748086078	0.00136028919608022	0.00463128960942807
AMMECR1L	0.368473149205783	0.0779902620840582	0.144040254614546
AMN1	0.999146379680262	0.054543784051956	0.106941583157606
AMOTL1	0.573934752682033	0.0460643866523542	0.0928161359936245
AMOTL2	-0.214247411712847	0.339907501220376	0.461740321307316
AMPD2	-0.0831027708267895	0.625592994170421	0.723406705413641
AMPD3	0.819212137033988	0.0341310200875418	0.0722672989815123
AMPH	-0.412651749063906	0.0440912988301367	0.0895671525029743
AMT	-0.572582876269158	0.0148644213579263	0.0362813223348569
AMY2B	-0.224510139452096	0.384510428591755	0.506390012296708
AMZ2	0.662654345118139	0.0205663110374084	0.0474982499324642
ANAPC1	-0.406002707448005	0.100706838036163	0.176976836280175
ANAPC10	-0.818929433418161	0.0057880504228971	0.0164318610174617
ANAPC11	-0.708467331658764	0.0472208228871511	0.0946904740625699
ANAPC15	-0.183385569408929	0.654626675815571	0.746870336594162
ANAPC16	0.264857445917247	0.178827654566681	0.280416767940112
ANAPC2	-0.190525842934286	0.344173177534965	0.466370092371456
ANAPC4	-0.27249929929097	0.188618222558405	0.292916297395468
ANAPC5	0.00946774629997345	0.956266400772823	0.972647589268628
ANGEL1	0.812270614571865	5.66524291700787e-07	4.39568245608804e-06
ANGEL2	-1.46114374116984	0	0
ANK1	0.148094330819809	0.624452002805971	0.722873424507685
ANK2	-0.0170817249767294	0.9032200068513	0.936324652966702
ANK3	-0.0880068885220791	0.578611775823843	0.684255636470031
ANKAR	0.605998536450307	0.0968355138787653	0.171978557953548
ANKDD1A	2.96723238457388	0	0
ANKFY1	0.0320204266464126	0.8386952729035	0.888354861430681
ANKH	0.0205905724341775	0.902891069575993	0.93630494271641
ANKHD1-EIF4EBP3	-0.83233936897069	0.0217603826334301	0.0497015621076863
ANKIB1	0.204720197673612	0.111840434797636	0.19250166943376
ANKMY1	0.306170337816421	0.0831839969599548	0.151890168494818
ANKMY2	-0.20822715775697	0.251701930212845	0.366669316120052
ANKRA2	-0.0166175904749567	0.940383416273629	0.961072529570017
ANKRD10	-0.106034498498826	0.41610753754906	0.538265189178111
ANKRD11	0.515257951052747	0.00682909192420089	0.0188804295708222
ANKRD13A	0.735992572751151	0.00273774605358112	0.00848904072614118
ANKRD13B	-0.0982738753844064	0.474706439207607	0.591141203189958
ANKRD13C	0.515025761824832	0.00395409721625151	0.0118185297731016
ANKRD13D	-0.14974333368565	0.395252921316118	0.516717279397023
ANKRD16	2.33220342490355	0	0
ANKRD23	-1.19300544781922	0.000633433095945657	0.00238448825506162
ANKRD24	-0.326924643200865	0.102496971983755	0.179482252551348
ANKRD26	0.150712514229539	0.446738989041302	0.566509969138713
ANKRD27	0.685593522620402	3.7356261095578e-06	2.44333295228265e-05
ANKRD28	0.350073400352779	0.000275657464789747	0.00115064349948894
ANKRD29	-0.348279138555236	0.261102893344789	0.377278809644905
ANKRD33B	-0.592003984780862	0.00534995034120844	0.0153698714191178
ANKRD34A	0.0871638241328676	0.623727421812536	0.72248445167124
ANKRD34C	-1.62932968550341	3.710960883474e-06	2.43099878845417e-05
ANKRD35	-1.99030969352138	8.28960144971802e-09	9.06012315104951e-08
ANKRD36C	9.17405124166013	0	0
ANKRD40	-1.15077384609235	7.70494779089859e-12	1.40230049794354e-10
ANKRD42	0.423350858638265	0.0931938817132607	0.166891802717309
ANKRD44	-0.618652575448166	0.040585313744695	0.0833816556246838
ANKRD46	-0.366109530624403	0.0484455817339213	0.0967294086039564
ANKRD49	1.33154864198851	0.00600243890524244	0.016902932564645
ANKRD50	0.00523986270619056	0.992046023453452	0.993945585011046
ANKRD52	-0.164036907339169	0.162135970380443	0.259541557174966
ANKRD54	1.17573337549402	0.00014798738892341	0.000657966234767278
ANKRD6	-1.03606461426989	8.11035608005994e-07	6.11160225942951e-06
ANKS1A	1.57922908137929	1.89732829447564e-09	2.36727756801044e-08
ANKS1B	0.178905424761859	0.255510996652661	0.371120413597515
ANKS3	0.505829370006929	0.0266152616138948	0.0587923404304822
ANKS6	0.878741000402079	1.39331327919656e-06	9.96283826578665e-06
ANKZF1	-1.79458710284036	0	0
ANLN	1.44971507629607	0.0218961651345404	0.0499767433223479
ANO1	0.613493076460896	0.169673742432844	0.269163082570983
ANO10	1.03868203907532	0.000803935529250399	0.00294682497849577
ANO3	-0.489828454019297	0.0454771173701833	0.0918982444178554
ANO4	-0.228094669555411	0.393967085513852	0.515672566918556
ANO5	-0.531442441845256	0.0170384143122608	0.0405704222475107
ANO6	0.840796906847001	0.00634955389629033	0.0177136409033795
ANP32A	-0.961813881091864	3.46907169657129e-10	4.832457278485e-09
ANP32B	-2.14468867600891	3.64772719851914e-06	2.39519781223547e-05
ANP32E	-2.15770713903753	7.37874821243878e-08	6.80340088486095e-07
ANTXR1	-1.35619349019793	2.18612135596263e-05	0.000118845506442332
ANTXR2	0.842850822288747	0.0365066437786494	0.0764640628603174
ANXA4	-1.09759104945452	2.30775489828972e-08	2.33058190693384e-07
ANXA5	-1.00527196609934	0.00818316860818635	0.0219581690986334
ANXA6	0.123012913736724	0.552654607867	0.66103050518758
ANXA7	1.42406425394917	7.87076232535711e-05	0.000374397853340282
AOC2	-0.287397620909346	0.492110460130978	0.607931056841752
AOC3	-1.16179400239838	0.000624878134031226	0.00235652240455379
AP1B1	0.317107336679416	0.0523728626783801	0.103411699609292
AP1G1	0.211877396276166	0.233344683048439	0.345030322585929
AP1G2	1.05774663923402	5.45617706571022e-09	6.13142475088939e-08
AP1M1	0.349447937676351	0.3907863264961	0.512558847787145
AP1S1	0.964212701528286	0.0106350125461552	0.0274295517672246
AP1S3	0.31542089686762	0.264293275685794	0.380902617325094
AP2A1	0.215454678391135	0.137054896657272	0.22669709075122
AP2B1	0.0437351254923139	0.857067052311083	0.90247764170206
AP2M1	-0.162296696532055	0.133305667463529	0.22187575507051
AP2S1	-0.331191630661671	0.371372165418403	0.493825884511256
AP3B1	-0.808385394217853	0.00139491339022957	0.00472993718226081
AP3B2	-0.0721208845483483	0.689303527336994	0.775130843635368
AP3D1	0.115956905058204	0.576304776363847	0.682532690298222
AP3M1	0.621246860047896	0.0038353061540044	0.0115086677854211
AP3M2	-0.493188918621443	0.028794365963877	0.0625496709521479
AP4B1	0.759338456046621	0.00454167887662082	0.0133180159562415
AP4E1	-0.236600442351555	0.643322979223482	0.738300203160931
AP4S1	0.613449942595687	0.109041608282366	0.188770956273774
AP5B1	0.526118348001446	0.00589802528044725	0.01669312631775
AP5M1	0.0341233270507307	0.868766450570037	0.911442697264705
AP5Z1	-0.436601682657186	0.251179302975119	0.366035356746336
APAF1	0.169349995334739	0.476219931872763	0.592409103958212
APBA1	-0.553501612293615	8.50006081687393e-05	0.000400915544557006
APBA2	-0.60244458713857	0.000107804072090545	0.000494811234398049
APBA3	-0.373621010926383	0.11528473520794	0.197496174168381
APBB1	-0.285877502028033	0.195363608950342	0.300935443262605
APBB1IP	-2.72905860129373	1.77635683940025e-15	4.70622134793003e-14
APBB2	-0.319525877968165	0.0182048114310049	0.0429204960012316
APC	0.0477116526213909	0.745976124267044	0.821211323124746
APC2	0.341111214309786	0.000801897440802612	0.00294193048834333
APEH	-0.226868853622815	0.301585158586513	0.422360479706639
APEX1	0.0243621555044593	0.942119206438001	0.962232767634372
APH1A	-0.0554595404109348	0.840124508958243	0.889629628502429
APH1B	-0.802850007152499	0.0176679219423008	0.0418550771083595
API5	-0.195749369296236	0.260713392572589	0.376846084706097
APLF	-1.22190898202986	0.00436395214972851	0.0128644392244814
APLP1	0.528058207426562	0.00987850793645118	0.0257641334716415
APLP2	0.34867488653155	0.0148066692424724	0.0361774595916954
APOL5	-4.47131823075728	0	0
APP	0.167056221618466	0.48887244548222	0.604644720575734
APPBP2	0.305963562364782	0.165107533053852	0.263542472207216
APPL1	-0.17494784407764	0.386326878300535	0.507992790485021
APPL2	-1.45598177348767	1.8111734334525e-11	3.13288098860832e-10
APTX	-0.114049571719761	0.819756741711704	0.874825167827965
AQR	0.0168355503854515	0.925180214568546	0.951315248878392
ARAP1	0.372401976826151	0.153438551741335	0.248087023047189
ARAP2	-1.03921168137835	5.48674811340355e-06	3.44340743668775e-05
ARAP3	-1.66024462333309	4.26375217355002e-08	4.0935932565322e-07
ARC	-0.670824416230991	0.0974909070788443	0.172995734222994
ARCN1	-0.79845685390672	7.39245092118423e-06	4.54068959003334e-05
AREL1	1.02048379221161	1.64418612058626e-08	1.70536576798502e-07
ARF5	0.98008197864793	1.38015394024471e-06	9.88421624271062e-06
ARF6	-0.522449431285601	0.142013112728637	0.233381423009785
ARFGAP1	0.461412908098974	0.0125271335241199	0.0314097519808123
ARFGAP2	-0.454341817629607	0.0135972655491496	0.0336395706789246
ARFGAP3	1.03348004969565	0.022338235266093	0.0508540608293421
ARFGEF1	0.0862676790659692	0.617446224306846	0.71716652527294
ARFGEF2	-0.0551384320709136	0.744617056715823	0.82036241595274
ARFIP2	0.347834093273272	0.0686976808357569	0.129564537949303
ARFRP1	-0.0493702946884328	0.763413466348724	0.834481987240046
ARG2	0.262673379535842	0.507811126849774	0.622185680372649
ARHGAP1	-1.1222186239669	2.64233079860787e-14	6.3567797258463e-13
ARHGAP10	-0.299222899682857	0.301346874887642	0.422168011472446
ARHGAP11A	0.535421082362391	0.27809906774654	0.396567091666502
ARHGAP12	-0.0596161865140027	0.772800129817011	0.840807417154278
ARHGAP17	-0.203430515299404	0.194289295571149	0.299832254842703
ARHGAP18	1.04899567480584	0.0165605413803505	0.0396128149817983
ARHGAP19-SLIT1	-0.994459520247798	0.000258602113385242	0.00109013942258875
