Estimate_HsapVsRheMac	Pval_HsapVsRheMac	FDR_HsapVsRheMac
AGFG1	0.531872875255679	0.00169902513760012	0.00461975915946353
AGFG2	1.35800329348087	2.88532067638236e-06	1.40710897914832e-05
AGGF1	0.631936803328985	0.0816790754318568	0.134002982464336
AGK	-0.0364193066586315	0.808021281482876	0.85434583490001
AGL	-0.0230489906185882	0.879692995353333	0.908784520866005
AGO1	-0.146749047511596	0.317015857820744	0.41508551167896
AGO2	-0.044372417045039	0.860114164023048	0.894296545106925
AGO3	0.650923460260355	9.66165534466157e-07	5.10008691964102e-06
AGO4	0.319754170581486	0.0780147106117828	0.129002401193333
AGPAT1	0.322173894506816	0.244319126665458	0.336476349472481
AGPAT3	0.186414061185456	0.338395909075357	0.437334138743268
AGPAT4	1.47833713115054	0	0
AGPAT5	-1.12839087761962	0.000323469255741449	0.00104438280334262
AGPS	-0.297524648586311	0.333108023615244	0.431814026099904
AGRN	0.75925100708446	0.000714595279705854	0.00213131160730225
AGTPBP1	0.448901909015112	0.00876422490056927	0.0195664242313509
AHCTF1	-1.36490213184683	2.14872564185953e-12	2.60712044545623e-11
AHCYL1	-0.747189387447506	0.000241184240032499	0.000798731984791172
AHCYL2	0.0298024278695428	0.88096056103209	0.909645019358739
AHDC1	-0.440854978393762	0.0178574260369739	0.0362781778164392
AHI1	1.37379546541587	7.11020797794504e-10	6.13044914432089e-09
AHNAK	-1.3666004346929	0.0125670773316078	0.0268328414741699
AHR	0.550695194729395	0.0988665003106499	0.157239806345129
AHRR	3.95117660777066	0	0
AHSA1	-0.368315712223257	0.26648223033089	0.361938551643448
AIDA	-2.34092941450484	5.03864093315265e-06	2.34613469924104e-05
AIFM2	3.24337717117659	0	0
AIFM3	0.389613168982002	0.297204738043551	0.395014774869124
AIG1	0.177102564999217	0.390998283371187	0.492913360696217
AIMP1	0.683771548194178	0.0115612214979248	0.0248946878550994
AIMP2	-0.408107615612243	0.422641317682117	0.523347598230245
AIP	-0.14081692339181	0.670118340407585	0.74091795376285
AIRE	-3.36022688948337	0	0
AK1	1.79678651854093	1.13860387118692e-07	6.94274698439684e-07
AK2	0.159256910125417	0.31019623284461	0.40877740616639
AK3	0.016220384533312	0.958615876877799	0.968916107837852
AK5	1.1685898348846	9.13111808387157e-11	8.89938540141709e-10
AK9	2.23766178883455	2.78201905956621e-11	2.87899426040647e-10
AKAP1	-0.331623017467163	0.00059630677641076	0.00180814209783082
AKAP10	-0.487264019871527	0.188749223431845	0.271606823405192
AKAP11	-0.117149655879569	0.477310337982779	0.574309018337429
AKAP12	-0.315186520697716	0.0398611509194609	0.0729596754476883
AKAP13	0.605494656080452	0.000932814180075292	0.00271919231044232
AKAP5	-0.500605944565538	0.00469087415809066	0.011252721619351
AKAP6	-0.576847259176429	3.71595672898906e-07	2.09213111870184e-06
AKAP7	-0.204851435366571	0.445206095803126	0.544616318555129
AKAP8	-0.58240831689676	0.0219970789203017	0.0435777436632195
AKAP9	-0.693958131670404	0.000275818737788924	0.000902284889020734
AKIRIN1	-0.0914703553485896	0.72933762227378	0.791755001773352
AKIRIN2	-0.522845804911128	0.0933629178838504	0.149939449170074
AKNA	0.525943575847385	0.0257744209949364	0.0500309419359165
AKT1	1.25534922805939	1.88234048348335e-07	1.10589154580509e-06
AKT2	1.66314846271984	0	0
AKT3	0.0930052037917516	0.503156504504992	0.597931335090957
AKTIP	-1.1234916942618	9.27957710672445e-11	9.02306847125401e-10
ALAD	0.93966201307176	0.0039904681460734	0.00975137166343447
ALAS1	-0.206159901321512	0.598237210900986	0.679110770123804
ALCAM	-0.321967761420104	0.126897588149987	0.19443385944211
ALDH16A1	-1.43861542511973	0.0011126763842273	0.00318255096984999
ALDH18A1	-0.108028400641958	0.718602205907433	0.783045381733311
ALDH1A2	0.87748834465471	0.0375978202323419	0.0694088094785373
ALDH1L1	-0.190559326119232	0.676399100518191	0.746678964865281
ALDH1L2	2.72773471591324	0	0
ALDH2	0.970268016815075	0.0117253086291846	0.0251832436745854
ALDH3A2	0.170873546434101	0.576543997871368	0.661209089065629
ALDH5A1	-1.30674057812093	4.05542266435077e-12	4.76853912162144e-11
ALDH6A1	-2.01615911384316	0	0
ALDH7A1	1.58013513220714	8.1465803880576e-08	5.10885176096017e-07
ALDH8A1	-0.649478203283576	0.0602087008473733	0.10350456745261
ALDOC	-1.4601219288109	2.32628177521121e-06	1.15513825753667e-05
ALG1	0.0138062083919702	0.968708160475979	0.976523145033702
ALG11	-0.454335268097329	0.283371119081687	0.379885189583969
ALG12	0.742823770422388	0.00164796778513598	0.00449260380890865
ALG2	1.04226051355799	0.00611652657776007	0.0142878238027364
ALG5	-0.551706182866122	0.0574769277246354	0.0995854385162764
ALG6	-1.11369556291346	0.000696189243358791	0.00207937793271488
ALG8	-1.26044205839959	0.000228623377847459	0.000762563712884034
ALG9	-0.762367570421723	0.0102204910425663	0.0223936014154318
ALK	-0.827119294286269	0.00134385737519827	0.00374859431998931
ALKBH2	-2.97745253351952	1.0724754417879e-13	1.51157649808894e-12
ALKBH4	-0.228813367555649	0.561881877292573	0.648122771657953
ALKBH6	0.520796854077299	0.0839161263536372	0.136875960961579
ALKBH8	-0.0669146812952407	0.862026417009625	0.895506286537359
ALMS1	0.457312914768509	0.0214366459455293	0.0425884195196894
ALOXE3	-1.83655860272242	7.2995279809529e-06	3.28910916343045e-05
ALPK3	-3.3081760123975	0	0
ALS2	-0.984147566166907	9.10382880192628e-15	1.44899723820773e-13
ALS2CL	6.27869065079148	0	0
ALS2CR12	1.13130169605002	5.92500524199124e-08	3.82571304015109e-07
ALYREF	-1.40605671894577	0.000152902905086849	0.000527442571646931
AMBRA1	-0.0943351650536206	0.488027673485737	0.584850799087116
AMD1	0.238348176845063	0.287646626296859	0.384455807256936
AMDHD2	0.900193946499575	0.0208579325587619	0.0415175015173454
AMER2	-0.619736752701888	0.000227464349860984	0.000759302845708197
AMER3	1.1431252469322	4.73485605139157e-05	0.000182673801208526
AMFR	-0.122105218977102	0.687542040806056	0.756187856756213
AMIGO1	-1.21237786444082	1.44049530081958e-08	1.02028990342314e-07
AMMECR1L	0.582783517895667	0.0236310827299486	0.0464084974466643
AMN1	1.53762234049718	1.92524781008618e-05	8.05505980311921e-05
AMOTL1	0.275005000984256	0.16838459409746	0.247101809252224
AMOTL2	-0.177465958035872	0.612998215072692	0.691647042666924
AMPD2	-0.480073339127489	0.00727665135649924	0.0166085401190326
AMPD3	2.60285329160018	0	0
AMPH	0.0946177295043477	0.565005405418045	0.651097763821042
AMT	-0.822911870855131	0.013744523528368	0.0289191130885893
AMY2B	-0.0549486925854204	0.765809662077653	0.822179852643513
AMZ2	0.3489708409485	0.210410006294248	0.297811085831859
ANAPC1	-1.59513011903482	3.57812857343376e-07	2.02069352183235e-06
ANAPC10	-0.308375674817361	0.421920962569482	0.522764880661788
ANAPC11	-1.37422169405727	3.00148657543797e-05	0.000120289351888783
ANAPC15	-0.616752872586992	0.105776909339212	0.166647400261174
ANAPC16	1.15406174787885	1.491017795896e-07	8.90992218932284e-07
ANAPC2	0.207150932956719	0.466341804270202	0.564111195687059
ANAPC4	-0.385158219132654	0.0484102604675545	0.086122120831782
ANAPC5	-0.302239729652221	0.0523423595367749	0.0921577779267885
ANGEL1	0.324897758617638	0.135863695371315	0.205948009713679
ANGEL2	-0.842135545346172	1.28893966166999e-07	7.76890053815775e-07
ANK1	-0.0146835350483619	0.951976330119001	0.964268280253584
ANK2	0.0529000573231468	0.561205127071007	0.647717205503929
ANK3	-0.471368601267298	1.0404956060972e-05	4.55836170290203e-05
ANKAR	-0.733503060639344	0.0970128636281742	0.154732652751967
ANKDD1A	2.53237900643716	0	0
ANKFY1	0.728376630953777	2.27887266990301e-06	1.1329407358924e-05
ANKH	0.419259752315083	0.00444748637771908	0.0107396469438316
ANKHD1-EIF4EBP3	-0.621901731104881	0.0564584125024801	0.0982885900334296
ANKIB1	0.335621662810019	0.00376044497796535	0.00927317978071455
ANKMY1	0.178565946003379	0.50590851091688	0.599499795243612
ANKMY2	-0.297273090520763	0.224153543268171	0.313814960575439
ANKRA2	-0.34897848615843	0.393132221290147	0.494932775434754
ANKRD10	-0.567093427250917	0.000551264690072051	0.00168560554612243
ANKRD11	-0.240601862350307	0.0992166384301818	0.157676859707191
ANKRD13A	0.0915245280121611	0.728125896770707	0.790952381959823
ANKRD13B	0.673169247727647	5.9779800491544e-05	0.000225118194159601
ANKRD13C	0.539824972222396	0.000860005426071231	0.00252187930895564
ANKRD13D	0.203945828625237	0.368712218213529	0.469473223553606
ANKRD16	1.62113667468705	4.56170913953891e-06	2.15158472767435e-05
ANKRD23	-1.29824417695534	0.00269546790675546	0.00693712183072754
ANKRD24	0.24407642882195	0.235019726902289	0.326153232848525
ANKRD26	0.431013966772012	0.0169986611396256	0.0347867981082731
ANKRD27	0.881921459922034	1.25419674645855e-11	1.38524210571912e-10
ANKRD28	-0.506349837683671	0.0318817147516988	0.0600615922369987
ANKRD29	-1.28317977324142	2.95454187337896e-07	1.6884248849098e-06
ANKRD33B	-0.240608770924414	0.356886136695135	0.457137505570941
ANKRD34A	-0.805115929341857	0.000195453406596879	0.000661413063875939
ANKRD34C	-1.18085078502304	0.00178400605305651	0.00483668998581253
ANKRD35	-1.14715220146875	0.00379527561173232	0.0093425602532852
ANKRD36C	7.67932152064438	0	0
ANKRD40	-1.14241541118381	6.13667097115744e-06	2.80744313500165e-05
ANKRD42	0.512566735088591	0.0190033162509853	0.0383178621515532
ANKRD44	-0.154926446142313	0.615094336119256	0.693055629654756
ANKRD46	-0.143092918378545	0.507028124601292	0.600486555264113
ANKRD49	1.75482024597754	1.45207988411222e-06	7.40366186954174e-06
ANKRD50	0.190013099594369	0.678886626942317	0.748832521839405
ANKRD52	-0.217183925421409	0.0929572808683308	0.149373964573832
ANKRD54	1.38965992383757	2.08670251262699e-05	8.62283980045073e-05
ANKRD6	-0.0812516672056358	0.671320479132351	0.741953142085286
ANKS1A	1.50950297582245	0	0
ANKS1B	0.380776584071762	0.000613516972776118	0.00185696460451253
ANKS3	-0.181681149917151	0.247821939990439	0.340460335018043
ANKS6	0.732479741376665	0.000740518481585184	0.00220000735551141
ANKZF1	-1.50964286671391	0	0
ANLN	0.295710180183234	0.569038440549927	0.654933987391255
ANO1	1.38500347371616	5.54868796509567e-05	0.000210767199768574
ANO10	-0.156309905748772	0.578919672233557	0.663206827577906
ANO3	-0.279839480126214	0.254683905582604	0.348628786386129
ANO4	0.242920134317057	0.254429938777906	0.348338094431501
ANO5	-0.378988829318747	0.0171111578649525	0.0349742709095173
ANO6	0.178689742306241	0.505283377271094	0.599013372205267
ANP32A	-0.871430827829027	1.28550495608337e-05	5.53328919914138e-05
ANP32B	-1.92576240314697	3.02790889694649e-07	1.72681561888528e-06
ANP32E	-0.367273826187864	0.241880744579831	0.334162639211608
ANTXR1	-0.661437261445441	0.0225530684389643	0.0444875734779018
ANTXR2	-0.596771015163717	0.180283955735455	0.261311855508523
ANXA4	-1.49146230650841	1.99667135920567e-05	8.31234839347085e-05
ANXA5	-2.11982603386111	2.973586007049e-05	0.000119457111569166
ANXA6	1.38285851985499	3.04886338398092e-10	2.75072615547447e-09
ANXA7	2.25134128299575	3.03064240370077e-11	3.11319487162979e-10
AOC2	-1.16805166499907	0.0070855795050675	0.0162388370151725
AOC3	-2.11638010261845	1.60981918906344e-08	1.13065488681537e-07
AP1B1	-0.00273268432621864	0.992861683490932	0.994628079602322
AP1G1	0.281047324310376	0.0255366991556256	0.0496731517962123
AP1G2	0.543585320995632	0.00624199141469384	0.0145435512782827
AP1M1	1.10072785976841	8.89895935536344e-05	0.00032232664509521
AP1S1	0.0448471277156369	0.921291468940049	0.941190015615143
AP1S3	3.45139489185967	0	0
AP2A1	0.240689423905669	0.153956522101621	0.22901990103674
AP2B1	0.00454922602798699	0.975234054204824	0.981801286893072
AP2M1	0.00520748280369132	0.979595955300177	0.984889796778322
AP2S1	-0.648591655498938	0.179938717966069	0.260946985416928
AP3B1	0.0303714255808038	0.883849894510663	0.911953576145337
AP3B2	-0.29514010773976	0.0583528658563697	0.100769429238764
AP3D1	0.328625558616368	0.0379002285288599	0.0698900249435275
AP3M1	0.2309428346157	0.391806556134895	0.493634986901631
AP3M2	-0.371009386761345	0.0596536170858357	0.102655720913179
AP4B1	0.50777479536141	0.0264285026652236	0.0511321543302609
AP4E1	-0.172064901430436	0.689068310492302	0.757070852420151
AP4S1	0.755159488359284	0.00809669253495549	0.0182759530608378
AP5B1	0.371724566445771	0.171815110090416	0.251430886501829
AP5M1	-0.673717941325799	0.00649625889620564	0.0150628827529238
AP5Z1	0.683116813909733	0.0362887246402408	0.0673783993542018
APAF1	-0.215341225211598	0.312808441642806	0.411313377325832
APBA1	0.096491377518562	0.577029847636216	0.661514533273914
APBA2	0.506658278469125	0.00237224750547682	0.00621027395742712
APBA3	-0.583466809353036	0.0239069644273762	0.0468733269756424
APBB1	-0.444185494358689	0.00376942294870375	0.00928711269174449
APBB1IP	-3.1805148045469	0	0
APBB2	-0.131636232275631	0.402524316411133	0.5044810744003
APC	-0.685818011765917	8.32719576804308e-06	3.70825973244982e-05
APC2	0.99790097915313	1.08070546711581e-06	5.66165644516569e-06
APEH	0.249815653340391	0.328981359922186	0.427742187493172
APEX1	1.00471360565703	0.00530894212147848	0.0126017758551227
APH1A	-1.2835559272923	0.000343150616451737	0.00110024999967414
APH1B	-0.799873418368827	0.00999157990422317	0.0219626339461159
API5	-0.445401377333933	0.0132797980065442	0.0281398177951529
APLF	-2.1960542911973	2.22203144772948e-09	1.78188192340912e-08
APLP1	1.25926574660742	1.97382998834428e-10	1.82192995175505e-09
APLP2	0.442346533769113	0.00575348551934107	0.0135570449670485
APOL5	-4.79691007093663	0	0
APP	0.634371444998573	0.0065846138032255	0.0152451290820254
APPBP2	0.0399842845266767	0.848338707297311	0.884910498067915
APPL1	-0.507512313571033	0.000158963403079637	0.000547221056983027
APPL2	-0.691697567758766	0.000455376694336707	0.00142095180208234
APTX	0.650013082125245	0.076722011747929	0.127166240814425
AQR	-0.932894127003893	6.88422652217469e-11	6.78055816984076e-10
ARAP1	1.58872511835504	1.15589759985824e-11	1.28174499417393e-10
ARAP2	-0.485842473823874	0.00191746289809003	0.00515179697779516
ARAP3	-1.89121199758083	1.14890070790352e-07	6.98850720975688e-07
ARC	-1.49302199901386	0.00023215894094708	0.000773124364999585
ARCN1	-0.524831152570038	0.00633780128348538	0.0147430042637787
AREL1	0.460235365643781	0.0283279931728784	0.0542456447491623
ARF5	0.545605366860027	0.0440111612432481	0.0794269113879011
ARF6	-1.38074801709977	0.000169031806794395	0.000578313970773468
ARFGAP1	1.15635162362455	1.07396580517616e-09	8.99124172093480e-09
ARFGAP2	-0.456888172212243	0.0141396755244183	0.0296610782987798
ARFGAP3	1.27560794725347	0.000512185428862111	0.0015782173023311
ARFGEF1	-0.083423746970815	0.440399071931765	0.54012327970879
ARFGEF2	0.264324724345314	0.0802577597066543	0.13211127885649
ARFIP2	0.102567645696195	0.656611366151632	0.72848533758567
ARFRP1	-0.0837236486414144	0.661443641276906	0.732875352669436
ARG2	-1.14512157512252	0.0189437851657668	0.0382346599343779
ARHGAP1	-0.882994559843161	0.00381010238554169	0.00937354603930504
ARHGAP10	0.542395071933289	0.0466789993197869	0.0833966244782877
ARHGAP11A	-0.766917311286448	0.0797126602926788	0.131368974797304
ARHGAP12	0.0334331087924866	0.844547571909473	0.882054924154954
ARHGAP17	-0.0540710321486844	0.800245413740406	0.848557648491053
ARHGAP18	2.78281954419936	1.11022302462516e-15	1.97341553336769e-14
ARHGAP19-SLIT1	-0.187817943957069	0.525289939619242	0.61644622574885
ARHGAP20	-0.821005435247117	0.000142902741809614	0.000495806777633688
ARHGAP21	-0.953648052122796	0	0
